Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-uj56,order-jpm9,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Affective_Responsiveness ,Store: Cognitive_Responsiveness ,Store: Interpersonal_Manipulation,Store: Egocentricity
1,1677425854002,26/02/2023 15:37:34,1677425854002,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,"**No matter what happens and what people say, I’m usually the one who is right.**",response,value,Sometimes Agree,,,Q12_Egocentricity,3,object-42,0,2,5,3
2,1677425854003,26/02/2023 15:37:34,1677425854003,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,"**No matter what happens and what people say, I’m usually the one who is right.**",response,quantised,3,,,Q12_Egocentricity,3,object-42,0,2,5,3
3,1677425854003,26/02/2023 15:37:34,1677425854003,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,**I don’t feel bad when a friend is going through a tough time.**,response,value,Strongly Disagree,,,Q13_Affective_Responsiveness,4,object-43,0,2,5,3
4,1677425854004,26/02/2023 15:37:34,1677425854004,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,**I don’t feel bad when a friend is going through a tough time.**,response,quantised,1,,,Q13_Affective_Responsiveness,4,object-43,0,2,5,3
5,1677425854004,26/02/2023 15:37:34,1677425854004,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,**I’m good at pretending that I like someone if this will get me what I want.**,response,value,Strongly Disagree,,,Q19_Interpersonal_Manipulation,10,object-49,0,2,5,3
6,1677425854005,26/02/2023 15:37:34,1677425854005,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,**I’m good at pretending that I like someone if this will get me what I want.**,response,quantised,1,,,Q19_Interpersonal_Manipulation,10,object-49,0,2,5,3
7,1677425854006,26/02/2023 15:37:34,1677425854006,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,**I sometimes provoke people on purpose to see how they react in certain situations.**,response,value,Sometimes Agree,,,Q15_Interpersonal_Manipulation,6,object-45,0,2,5,3
8,1677425854006,26/02/2023 15:37:34,1677425854006,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,**I sometimes provoke people on purpose to see how they react in certain situations.**,response,quantised,3,,,Q15_Interpersonal_Manipulation,6,object-45,0,2,5,3
9,1677425854007,26/02/2023 15:37:34,1677425854007,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,**I’m happy to help somebody as long as I get something in return.**,response,value,Disagree,,,Q16_Egocentricity,7,object-46,0,2,5,3
10,1677425854007,26/02/2023 15:37:34,1677425854007,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,**I’m happy to help somebody as long as I get something in return.**,response,quantised,2,,,Q16_Egocentricity,7,object-46,0,2,5,3
11,1677425854008,26/02/2023 15:37:34,1677425854008,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,**I know how to fake emotions like pain and hurt to make other people feel sorry for me.**,response,value,Agree,,,Q11_Interpersonal_Manipulation,2,object-41,0,2,5,3
12,1677425854008,26/02/2023 15:37:34,1677425854008,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,**I know how to fake emotions like pain and hurt to make other people feel sorry for me.**,response,quantised,4,,,Q11_Interpersonal_Manipulation,2,object-41,0,2,5,3
13,1677425854010,26/02/2023 15:37:34,1677425854010,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,**I find it difficult to understand what other people feel.**,response,value,Strongly Disagree,,,Q18_Cognitive_Responsiveness ,9,object-48,0,2,5,3
14,1677425854010,26/02/2023 15:37:34,1677425854010,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,**I find it difficult to understand what other people feel.**,response,quantised,1,,,Q18_Cognitive_Responsiveness ,9,object-48,0,2,5,3
15,1677425854011,26/02/2023 15:37:34,1677425854011,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,**I can’t really tell when someone is feeling awkward or uncomfortable.**,response,value,Strongly Disagree,,,Q14_Cognitive_Responsiveness ,5,object-44,0,2,5,3
16,1677425854011,26/02/2023 15:37:34,1677425854011,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,**I can’t really tell when someone is feeling awkward or uncomfortable.**,response,quantised,1,,,Q14_Cognitive_Responsiveness ,5,object-44,0,2,5,3
17,1677425854012,26/02/2023 15:37:34,1677425854012,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,**I can guess how people will feel in different situations.**,response,value,Sometimes Agree,,,Q10_Cognitive_Responsiveness_Reverse ,1,object-40,0,2,5,3
18,1677425854013,26/02/2023 15:37:34,1677425854013,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,**I can guess how people will feel in different situations.**,response,quantised,3,,,Q10_Cognitive_Responsiveness_Reverse ,1,object-40,0,2,5,3
19,1677425854013,26/02/2023 15:37:34,1677425854013,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,**I don’t really feel compassion when people talk about the death of their loved ones.**,response,value,Strongly Disagree,,,Q17_Affective_Responsiveness,8,object-47,0,2,5,3
20,1677425854015,26/02/2023 15:37:34,1677425854015,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 3,okv7as,2,**I don’t really feel compassion when people talk about the death of their loved ones.**,response,quantised,1,,,Q17_Affective_Responsiveness,8,object-47,0,2,5,3
21,1677425854016,26/02/2023 15:37:34,1677425854016,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 4,kr77tx,3,**I would lie to someone if this gets me what I want.**,response,value,Disagree,,,Q23_Interpersonal_Manipulation,4,object-63,3,4,7,10
22,1677425854017,26/02/2023 15:37:34,1677425854017,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 4,kr77tx,3,**I would lie to someone if this gets me what I want.**,response,quantised,2,,,Q23_Interpersonal_Manipulation,4,object-63,3,4,7,10
23,1677425854018,26/02/2023 15:37:34,1677425854018,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 4,kr77tx,3,"**I like it when people do as I say, regardless of whether I’m right or wrong.**",response,value,Sometimes Agree,,,Q24_Egocentricity,5,object-64,3,4,7,10
24,1677425854019,26/02/2023 15:37:34,1677425854019,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 4,kr77tx,3,"**I like it when people do as I say, regardless of whether I’m right or wrong.**",response,quantised,3,,,Q24_Egocentricity,5,object-64,3,4,7,10
25,1677425854019,26/02/2023 15:37:34,1677425854019,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 4,kr77tx,3,**Something has to benefit me otherwise it I’m not willing to do it.**,response,value,Agree,,,Q20_Egocentricity,1,object-60,3,4,7,10
26,1677425854020,26/02/2023 15:37:34,1677425854020,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 4,kr77tx,3,**Something has to benefit me otherwise it I’m not willing to do it.**,response,quantised,4,,,Q20_Egocentricity,1,object-60,3,4,7,10
27,1677425854021,26/02/2023 15:37:34,1677425854021,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 4,kr77tx,3,"**How others feel is irrelevant to me, as long as I feel good.**",response,value,Disagree,,,Q28_Egocentricity,9,object-68,3,4,7,10
28,1677425854022,26/02/2023 15:37:34,1677425854022,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 4,kr77tx,3,"**How others feel is irrelevant to me, as long as I feel good.**",response,quantised,2,,,Q28_Egocentricity,9,object-68,3,4,7,10
29,1677425854023,26/02/2023 15:37:34,1677425854023,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 4,kr77tx,3,**Seeing somebody suffer doesn’t distress me.**,response,value,Disagree,,,Q21_Affective_Responsiveness,2,object-61,3,4,7,10
30,1677425854023,26/02/2023 15:37:34,1677425854023,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 4,kr77tx,3,**Seeing somebody suffer doesn’t distress me.**,response,quantised,2,,,Q21_Affective_Responsiveness,2,object-61,3,4,7,10
31,1677425854024,26/02/2023 15:37:34,1677425854024,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 4,kr77tx,3,**I can see when someone is hiding what they really feel.**,response,value,Agree,,,Q22_Cognitive_Responsiveness_Reverse,3,object-62,3,4,7,10
32,1677425854025,26/02/2023 15:37:34,1677425854025,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 4,kr77tx,3,**I can see when someone is hiding what they really feel.**,response,quantised,4,,,Q22_Cognitive_Responsiveness_Reverse,3,object-62,3,4,7,10
33,1677425854026,26/02/2023 15:37:34,1677425854026,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 4,kr77tx,3,**It doesn’t really bother me to see somebody in pain.**,response,value,Disagree,,,Q25_Affective_Responsiveness,6,object-65,3,4,7,10
34,1677425854027,26/02/2023 15:37:34,1677425854027,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 4,kr77tx,3,**It doesn’t really bother me to see somebody in pain.**,response,quantised,2,,,Q25_Affective_Responsiveness,6,object-65,3,4,7,10
35,1677425854028,26/02/2023 15:37:34,1677425854028,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 4,kr77tx,3,"**I’m good at getting people to do what I want, even if they don’t want to at first.**",response,value,Disagree,,,Q27_Interpersonal_Manipulation,8,object-67,3,4,7,10
36,1677425854029,26/02/2023 15:37:34,1677425854029,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 4,kr77tx,3,"**I’m good at getting people to do what I want, even if they don’t want to at first.**",response,quantised,2,,,Q27_Interpersonal_Manipulation,8,object-67,3,4,7,10
37,1677425854030,26/02/2023 15:37:34,1677425854030,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 4,kr77tx,3,**I find it hard to understand why some people get very upset when they lose someone close to them.**,response,value,Disagree,,,Q26_Cognitive_Responsiveness ,7,object-66,3,4,7,10
38,1677425854031,26/02/2023 15:37:34,1677425854031,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 4,kr77tx,3,**I find it hard to understand why some people get very upset when they lose someone close to them.**,response,quantised,2,,,Q26_Cognitive_Responsiveness ,7,object-66,3,4,7,10
39,1677425854031,26/02/2023 15:37:34,1677425854031,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,"**I don’t take into account the other person's feelings before I do or say something, even if they may be affected by my behaviour.**
",response,value,Disagree,,,Q6_Cognitive_Responsiveness ,7,object-18,7,6,13,13
40,1677425854032,26/02/2023 15:37:34,1677425854032,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,"**I don’t take into account the other person's feelings before I do or say something, even if they may be affected by my behaviour.**
",response,quantised,2,,,Q6_Cognitive_Responsiveness ,7,object-18,7,6,13,13
41,1677425854034,26/02/2023 15:37:34,1677425854034,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,"**What other people feel doesn’t concern me.**
",response,value,Disagree,,,Q5_Affective_Responsiveness,5,object-16,7,6,13,13
42,1677425854035,26/02/2023 15:37:34,1677425854035,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,"**What other people feel doesn’t concern me.**
",response,quantised,2,,,Q5_Affective_Responsiveness,5,object-16,7,6,13,13
43,1677425854036,26/02/2023 15:37:34,1677425854036,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,"**I tend to focus on my own thoughts and ideas rather than on what others might be thinking.**
",response,value,Sometimes Agree,,,Q4_Egocentricity,4,object-15,7,6,13,13
44,1677425854037,26/02/2023 15:37:34,1677425854037,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,"**I tend to focus on my own thoughts and ideas rather than on what others might be thinking.**
",response,quantised,3,,,Q4_Egocentricity,4,object-15,7,6,13,13
45,1677425854037,26/02/2023 15:37:34,1677425854037,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,"**Before slagging someone off, I don’t try to imagine and understand how it would make them feel.**
",response,value,Disagree,,,Q2_Cognitive_Responsiveness ,2,object-6,7,6,13,13
46,1677425854038,26/02/2023 15:37:34,1677425854038,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,"**Before slagging someone off, I don’t try to imagine and understand how it would make them feel.**
",response,quantised,2,,,Q2_Cognitive_Responsiveness ,2,object-6,7,6,13,13
47,1677425854039,26/02/2023 15:37:34,1677425854039,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,"**I don’t try to understand another person’s opinion if I don’t agree with it.**
",response,value,Disagree,,,Q8_Egocentricity,9,object-27,7,6,13,13
48,1677425854040,26/02/2023 15:37:34,1677425854040,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,"**I don’t try to understand another person’s opinion if I don’t agree with it.**
",response,quantised,2,,,Q8_Egocentricity,9,object-27,7,6,13,13
49,1677425854042,26/02/2023 15:37:34,1677425854042,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,"**Please select ""Strongly Agree"" to show you are paying attention to this question.**",response,value,Strongly Agree,,,Attention_Check,6,object-17,7,6,13,13
50,1677425854044,26/02/2023 15:37:34,1677425854044,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,"**Please select ""Strongly Agree"" to show you are paying attention to this question.**",response,quantised,5,,,Attention_Check,6,object-17,7,6,13,13
51,1677425854044,26/02/2023 15:37:34,1677425854044,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,"**I know what to say or do to make another person feel guilty.**
",response,value,Agree,,,Q3_Interpersonal_Manipulation,3,object-14,7,6,13,13
52,1677425854045,26/02/2023 15:37:34,1677425854045,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,"**I know what to say or do to make another person feel guilty.**
",response,quantised,4,,,Q3_Interpersonal_Manipulation,3,object-14,7,6,13,13
53,1677425854046,26/02/2023 15:37:34,1677425854046,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,"**I’m good at saying nice things to people, to get what I want out of them.**
",response,value,Agree,,,Q7_Interpersonal_Manipulation,8,object-19,7,6,13,13
54,1677425854047,26/02/2023 15:37:34,1677425854047,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,"**I’m good at saying nice things to people, to get what I want out of them.**
",response,quantised,4,,,Q7_Interpersonal_Manipulation,8,object-19,7,6,13,13
55,1677425854048,26/02/2023 15:37:34,1677425854048,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,**I don’t care if I upset someone to get what I want.**,response,value,Disagree,,,Q1_Affective_Responsiveness,1,object-2,7,6,13,13
56,1677425854050,26/02/2023 15:37:34,1677425854050,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,**I don’t care if I upset someone to get what I want.**,response,quantised,2,,,Q1_Affective_Responsiveness,1,object-2,7,6,13,13
57,1677425854051,26/02/2023 15:37:34,1677425854051,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,**Seeing people cry doesn’t really upset me.**,response,value,Disagree,,,Q9_Affective_Responsiveness,10,object-28,7,6,13,13
58,1677425854052,26/02/2023 15:37:34,1677425854052,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,Page 2,ecid1g,4,**Seeing people cry doesn’t really upset me.**,response,quantised,2,,,Q9_Affective_Responsiveness,10,object-28,7,6,13,13
59,1677425854053,26/02/2023 15:37:34,1677425854053,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,,,,Affective_Responsiveness ,response,score,7,,,,,,,,,
60,1677425854054,26/02/2023 15:37:34,1677425854054,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,,,,Cognitive_Responsiveness ,response,score,6,,,,,,,,,
61,1677425854055,26/02/2023 15:37:34,1677425854055,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,,,,Interpersonal_Manipulation,response,score,13,,,,,,,,,
62,1677425854056,26/02/2023 15:37:34,1677425854056,0,26/02/2023 15:37:34,121969,4,questionnaire-mb28,,27572055,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,PPTS-R,5,AB,AB,,,,Egocentricity,response,score,13,,,,,,,,,
1,1677856491345,03/03/2023 15:14:51,1677856491345,0,03/03/2023 15:14:51,121969,4,questionnaire-mb28,,27781539,10822,8255527,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x711,,PPTS-R,5,AB,AB,Page 4,kr77tx,2,"**I’m good at getting people to do what I want, even if they don’t want to at first.**",response,value,Sometimes Agree,,,Q27_Interpersonal_Manipulation,8,object-67,1,1,4,3
