Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-uj56,order-jpm9,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Affective_Responsiveness ,Store: Cognitive_Responsiveness ,Store: Interpersonal_Manipulation,Store: Egocentricity
8,1677889549932,04/03/2023 00:25:49,1677889549932,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 2,ecid1g,2,"**I don’t try to understand another person’s opinion if I don’t agree with it.**
",response,quantised,3,,,Q8_Egocentricity,9,object-27,2,3,5,4
9,1677889549932,04/03/2023 00:25:49,1677889549932,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 2,ecid1g,2,**Seeing people cry doesn’t really upset me.**,response,value,Strongly Disagree,,,Q9_Affective_Responsiveness,10,object-28,2,3,5,4
10,1677889549932,04/03/2023 00:25:49,1677889549932,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 2,ecid1g,2,**Seeing people cry doesn’t really upset me.**,response,quantised,1,,,Q9_Affective_Responsiveness,10,object-28,2,3,5,4
11,1677889549933,04/03/2023 00:25:49,1677889549933,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 2,ecid1g,2,"**Please select ""Strongly Agree"" to show you are paying attention to this question.**",response,value,Strongly Agree,,,Attention_Check,6,object-17,2,3,5,4
12,1677889549933,04/03/2023 00:25:49,1677889549933,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 2,ecid1g,2,"**Please select ""Strongly Agree"" to show you are paying attention to this question.**",response,quantised,5,,,Attention_Check,6,object-17,2,3,5,4
13,1677889549934,04/03/2023 00:25:49,1677889549934,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 2,ecid1g,2,"**I know what to say or do to make another person feel guilty.**
",response,value,Agree,,,Q3_Interpersonal_Manipulation,3,object-14,2,3,5,4
14,1677889549934,04/03/2023 00:25:49,1677889549934,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 2,ecid1g,2,"**I know what to say or do to make another person feel guilty.**
",response,quantised,4,,,Q3_Interpersonal_Manipulation,3,object-14,2,3,5,4
15,1677889549935,04/03/2023 00:25:49,1677889549935,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 2,ecid1g,2,"**I’m good at saying nice things to people, to get what I want out of them.**
",response,value,Sometimes Agree,,,Q7_Interpersonal_Manipulation,8,object-19,2,3,5,4
16,1677889549935,04/03/2023 00:25:49,1677889549935,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 2,ecid1g,2,"**I’m good at saying nice things to people, to get what I want out of them.**
",response,quantised,3,,,Q7_Interpersonal_Manipulation,8,object-19,2,3,5,4
17,1677889549936,04/03/2023 00:25:49,1677889549936,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 2,ecid1g,2,"**Before slagging someone off, I don’t try to imagine and understand how it would make them feel.**
",response,value,Disagree,,,Q2_Cognitive_Responsiveness ,2,object-6,2,3,5,4
18,1677889549936,04/03/2023 00:25:49,1677889549936,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 2,ecid1g,2,"**Before slagging someone off, I don’t try to imagine and understand how it would make them feel.**
",response,quantised,2,,,Q2_Cognitive_Responsiveness ,2,object-6,2,3,5,4
19,1677889549937,04/03/2023 00:25:49,1677889549937,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 2,ecid1g,2,"**I tend to focus on my own thoughts and ideas rather than on what others might be thinking.**
",response,value,Sometimes Agree,,,Q4_Egocentricity,4,object-15,2,3,5,4
20,1677889549938,04/03/2023 00:25:49,1677889549938,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 2,ecid1g,2,"**I tend to focus on my own thoughts and ideas rather than on what others might be thinking.**
",response,quantised,3,,,Q4_Egocentricity,4,object-15,2,3,5,4
21,1677889549938,04/03/2023 00:25:49,1677889549938,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 4,kr77tx,3,**Seeing somebody suffer doesn’t distress me.**,response,value,Strongly Disagree,,,Q21_Affective_Responsiveness,2,object-61,3,3,9,11
22,1677889549939,04/03/2023 00:25:49,1677889549939,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 4,kr77tx,3,**Seeing somebody suffer doesn’t distress me.**,response,quantised,1,,,Q21_Affective_Responsiveness,2,object-61,3,3,9,11
23,1677889549940,04/03/2023 00:25:49,1677889549940,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 4,kr77tx,3,**I find it hard to understand why some people get very upset when they lose someone close to them.**,response,value,Strongly Disagree,,,Q26_Cognitive_Responsiveness ,7,object-66,3,3,9,11
24,1677889549941,04/03/2023 00:25:49,1677889549941,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 4,kr77tx,3,**I find it hard to understand why some people get very upset when they lose someone close to them.**,response,quantised,1,,,Q26_Cognitive_Responsiveness ,7,object-66,3,3,9,11
25,1677889549942,04/03/2023 00:25:49,1677889549942,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 4,kr77tx,3,**It doesn’t really bother me to see somebody in pain.**,response,value,Strongly Disagree,,,Q25_Affective_Responsiveness,6,object-65,3,3,9,11
26,1677889549943,04/03/2023 00:25:49,1677889549943,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 4,kr77tx,3,**It doesn’t really bother me to see somebody in pain.**,response,quantised,1,,,Q25_Affective_Responsiveness,6,object-65,3,3,9,11
27,1677889549944,04/03/2023 00:25:49,1677889549944,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 4,kr77tx,3,"**I like it when people do as I say, regardless of whether I’m right or wrong.**",response,value,Sometimes Agree,,,Q24_Egocentricity,5,object-64,3,3,9,11
28,1677889549944,04/03/2023 00:25:49,1677889549944,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 4,kr77tx,3,"**I like it when people do as I say, regardless of whether I’m right or wrong.**",response,quantised,3,,,Q24_Egocentricity,5,object-64,3,3,9,11
29,1677889549945,04/03/2023 00:25:49,1677889549945,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 4,kr77tx,3,**Something has to benefit me otherwise it I’m not willing to do it.**,response,value,Agree,,,Q20_Egocentricity,1,object-60,3,3,9,11
30,1677889549946,04/03/2023 00:25:49,1677889549946,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 4,kr77tx,3,**Something has to benefit me otherwise it I’m not willing to do it.**,response,quantised,4,,,Q20_Egocentricity,1,object-60,3,3,9,11
31,1677889549947,04/03/2023 00:25:49,1677889549947,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 4,kr77tx,3,"**I’m good at getting people to do what I want, even if they don’t want to at first.**",response,value,Sometimes Agree,,,Q27_Interpersonal_Manipulation,8,object-67,3,3,9,11
32,1677889549948,04/03/2023 00:25:49,1677889549948,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 4,kr77tx,3,"**I’m good at getting people to do what I want, even if they don’t want to at first.**",response,quantised,3,,,Q27_Interpersonal_Manipulation,8,object-67,3,3,9,11
33,1677889549949,04/03/2023 00:25:49,1677889549949,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 4,kr77tx,3,**I would lie to someone if this gets me what I want.**,response,value,Sometimes Agree,,,Q23_Interpersonal_Manipulation,4,object-63,3,3,9,11
34,1677889549950,04/03/2023 00:25:49,1677889549950,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 4,kr77tx,3,**I would lie to someone if this gets me what I want.**,response,quantised,3,,,Q23_Interpersonal_Manipulation,4,object-63,3,3,9,11
35,1677889549952,04/03/2023 00:25:49,1677889549952,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 4,kr77tx,3,"**How others feel is irrelevant to me, as long as I feel good.**",response,value,Disagree,,,Q28_Egocentricity,9,object-68,3,3,9,11
36,1677889549953,04/03/2023 00:25:49,1677889549953,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 4,kr77tx,3,"**How others feel is irrelevant to me, as long as I feel good.**",response,quantised,2,,,Q28_Egocentricity,9,object-68,3,3,9,11
37,1677889549954,04/03/2023 00:25:49,1677889549954,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 4,kr77tx,3,**I can see when someone is hiding what they really feel.**,response,value,Strongly Agree,,,Q22_Cognitive_Responsiveness_Reverse,3,object-62,3,3,9,11
38,1677889549954,04/03/2023 00:25:49,1677889549954,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 4,kr77tx,3,**I can see when someone is hiding what they really feel.**,response,quantised,5,,,Q22_Cognitive_Responsiveness_Reverse,3,object-62,3,3,9,11
39,1677889549955,04/03/2023 00:25:49,1677889549955,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,"**No matter what happens and what people say, I’m usually the one who is right.**",response,value,Disagree,,,Q12_Egocentricity,3,object-42,3,4,16,14
40,1677889549956,04/03/2023 00:25:49,1677889549956,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,"**No matter what happens and what people say, I’m usually the one who is right.**",response,quantised,2,,,Q12_Egocentricity,3,object-42,3,4,16,14
41,1677889549957,04/03/2023 00:25:49,1677889549957,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,**I know how to fake emotions like pain and hurt to make other people feel sorry for me.**,response,value,Sometimes Agree,,,Q11_Interpersonal_Manipulation,2,object-41,3,4,16,14
42,1677889549959,04/03/2023 00:25:49,1677889549959,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,**I know how to fake emotions like pain and hurt to make other people feel sorry for me.**,response,quantised,3,,,Q11_Interpersonal_Manipulation,2,object-41,3,4,16,14
43,1677889549960,04/03/2023 00:25:49,1677889549960,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,**I find it difficult to understand what other people feel.**,response,value,Strongly Disagree,,,Q18_Cognitive_Responsiveness ,9,object-48,3,4,16,14
44,1677889549961,04/03/2023 00:25:49,1677889549961,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,**I find it difficult to understand what other people feel.**,response,quantised,1,,,Q18_Cognitive_Responsiveness ,9,object-48,3,4,16,14
45,1677889549962,04/03/2023 00:25:49,1677889549962,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,**I don’t really feel compassion when people talk about the death of their loved ones.**,response,value,Strongly Disagree,,,Q17_Affective_Responsiveness,8,object-47,3,4,16,14
46,1677889549963,04/03/2023 00:25:49,1677889549963,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,**I don’t really feel compassion when people talk about the death of their loved ones.**,response,quantised,1,,,Q17_Affective_Responsiveness,8,object-47,3,4,16,14
47,1677889549964,04/03/2023 00:25:49,1677889549964,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,**I don’t feel bad when a friend is going through a tough time.**,response,value,Strongly Disagree,,,Q13_Affective_Responsiveness,4,object-43,3,4,16,14
48,1677889549966,04/03/2023 00:25:49,1677889549966,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,**I don’t feel bad when a friend is going through a tough time.**,response,quantised,1,,,Q13_Affective_Responsiveness,4,object-43,3,4,16,14
49,1677889549967,04/03/2023 00:25:49,1677889549967,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,**I can guess how people will feel in different situations.**,response,value,Strongly Agree,,,Q10_Cognitive_Responsiveness_Reverse ,1,object-40,3,4,16,14
50,1677889549968,04/03/2023 00:25:49,1677889549968,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,**I can guess how people will feel in different situations.**,response,quantised,5,,,Q10_Cognitive_Responsiveness_Reverse ,1,object-40,3,4,16,14
51,1677889549969,04/03/2023 00:25:49,1677889549969,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,**I can’t really tell when someone is feeling awkward or uncomfortable.**,response,value,Disagree,,,Q14_Cognitive_Responsiveness ,5,object-44,3,4,16,14
52,1677889549970,04/03/2023 00:25:49,1677889549970,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,**I can’t really tell when someone is feeling awkward or uncomfortable.**,response,quantised,2,,,Q14_Cognitive_Responsiveness ,5,object-44,3,4,16,14
53,1677889549972,04/03/2023 00:25:49,1677889549972,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,**I’m happy to help somebody as long as I get something in return.**,response,value,Sometimes Agree,,,Q16_Egocentricity,7,object-46,3,4,16,14
54,1677889549973,04/03/2023 00:25:49,1677889549973,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,**I’m happy to help somebody as long as I get something in return.**,response,quantised,3,,,Q16_Egocentricity,7,object-46,3,4,16,14
55,1677889549974,04/03/2023 00:25:49,1677889549974,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,**I’m good at pretending that I like someone if this will get me what I want.**,response,value,Agree,,,Q19_Interpersonal_Manipulation,10,object-49,3,4,16,14
56,1677889549975,04/03/2023 00:25:49,1677889549975,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,**I’m good at pretending that I like someone if this will get me what I want.**,response,quantised,4,,,Q19_Interpersonal_Manipulation,10,object-49,3,4,16,14
57,1677889549977,04/03/2023 00:25:49,1677889549977,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,**I sometimes provoke people on purpose to see how they react in certain situations.**,response,value,Sometimes Agree,,,Q15_Interpersonal_Manipulation,6,object-45,3,4,16,14
58,1677889549978,04/03/2023 00:25:49,1677889549978,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,Page 3,okv7as,4,**I sometimes provoke people on purpose to see how they react in certain situations.**,response,quantised,3,,,Q15_Interpersonal_Manipulation,6,object-45,3,4,16,14
59,1677889549981,04/03/2023 00:25:49,1677889549981,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,,,,Affective_Responsiveness ,response,score,3,,,,,,,,,
60,1677889549982,04/03/2023 00:25:49,1677889549982,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,,,,Cognitive_Responsiveness ,response,score,4,,,,,,,,,
61,1677889549983,04/03/2023 00:25:49,1677889549983,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,,,,Interpersonal_Manipulation,response,score,16,,,,,,,,,
62,1677889549984,04/03/2023 00:25:49,1677889549984,0,04/03/2023 00:25:49,121969,4,questionnaire-mb28,,27796185,10936,8259144,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1504x1003,1504x884,,PPTS-R,5,BA,AB,,,,Egocentricity,response,score,14,,,,,,,,,
1,1678054747561,05/03/2023 22:19:07,1678054747561,0,05/03/2023 22:19:07,121969,4,questionnaire-mb28,,27835376,10828,8268575,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1366x657,,PPTS-R,5,AB,BA,Page 3,okv7as,2,**I’m good at pretending that I like someone if this will get me what I want.**,response,value,Sometimes Agree,,,Q19_Interpersonal_Manipulation,10,object-49,0,2,5,3
2,1678054747564,05/03/2023 22:19:07,1678054747564,0,05/03/2023 22:19:07,121969,4,questionnaire-mb28,,27835376,10828,8268575,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1366x657,,PPTS-R,5,AB,BA,Page 3,okv7as,2,**I’m good at pretending that I like someone if this will get me what I want.**,response,quantised,3,,,Q19_Interpersonal_Manipulation,10,object-49,0,2,5,3
3,1678054747567,05/03/2023 22:19:07,1678054747567,0,05/03/2023 22:19:07,121969,4,questionnaire-mb28,,27835376,10828,8268575,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1366x657,,PPTS-R,5,AB,BA,Page 3,okv7as,2,**I sometimes provoke people on purpose to see how they react in certain situations.**,response,value,Agree,,,Q15_Interpersonal_Manipulation,6,object-45,0,2,5,3
4,1678054747570,05/03/2023 22:19:07,1678054747570,0,05/03/2023 22:19:07,121969,4,questionnaire-mb28,,27835376,10828,8268575,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1366x657,,PPTS-R,5,AB,BA,Page 3,okv7as,2,**I sometimes provoke people on purpose to see how they react in certain situations.**,response,quantised,4,,,Q15_Interpersonal_Manipulation,6,object-45,0,2,5,3
5,1678054747572,05/03/2023 22:19:07,1678054747572,0,05/03/2023 22:19:07,121969,4,questionnaire-mb28,,27835376,10828,8268575,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1366x657,,PPTS-R,5,AB,BA,Page 3,okv7as,2,**I can guess how people will feel in different situations.**,response,value,Agree,,,Q10_Cognitive_Responsiveness_Reverse ,1,object-40,0,2,5,3
6,1678054747577,05/03/2023 22:19:07,1678054747577,0,05/03/2023 22:19:07,121969,4,questionnaire-mb28,,27835376,10828,8268575,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1366x657,,PPTS-R,5,AB,BA,Page 3,okv7as,2,**I can guess how people will feel in different situations.**,response,quantised,4,,,Q10_Cognitive_Responsiveness_Reverse ,1,object-40,0,2,5,3
7,1678054747580,05/03/2023 22:19:07,1678054747580,0,05/03/2023 22:19:07,121969,4,questionnaire-mb28,,27835376,10828,8268575,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1366x657,,PPTS-R,5,AB,BA,Page 3,okv7as,2,**I don’t feel bad when a friend is going through a tough time.**,response,value,Strongly Disagree,,,Q13_Affective_Responsiveness,4,object-43,0,2,5,3
8,1678054747583,05/03/2023 22:19:07,1678054747583,0,05/03/2023 22:19:07,121969,4,questionnaire-mb28,,27835376,10828,8268575,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1366x657,,PPTS-R,5,AB,BA,Page 3,okv7as,2,**I don’t feel bad when a friend is going through a tough time.**,response,quantised,1,,,Q13_Affective_Responsiveness,4,object-43,0,2,5,3
9,1678054747586,05/03/2023 22:19:07,1678054747586,0,05/03/2023 22:19:07,121969,4,questionnaire-mb28,,27835376,10828,8268575,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1366x657,,PPTS-R,5,AB,BA,Page 3,okv7as,2,**I can’t really tell when someone is feeling awkward or uncomfortable.**,response,value,Disagree,,,Q14_Cognitive_Responsiveness ,5,object-44,0,2,5,3
10,1678054747589,05/03/2023 22:19:07,1678054747589,0,05/03/2023 22:19:07,121969,4,questionnaire-mb28,,27835376,10828,8268575,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1366x657,,PPTS-R,5,AB,BA,Page 3,okv7as,2,**I can’t really tell when someone is feeling awkward or uncomfortable.**,response,quantised,2,,,Q14_Cognitive_Responsiveness ,5,object-44,0,2,5,3
