Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-uj56;order-jpm9;Page;Page ID;Page Counter;Question;Response Type;Key;Response;Tag;OptionOrder;Object Name;Object Number;Object ID
2;1689672097366;18/07/2023 09:21:37;1689675697366;1;18/07/2023 11:21:37;121969;7;questionnaire-igew;;30709937;5d192384c1e685001a907257;9120010;;complete;;64b66716e4a243ed03eca6ea;computer;Desktop or Laptop;Linux x86_64;Chrome 114.0.0.0;360x747;980x1696;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;29;;;Number Entry;2;object-3
3;1689672097367;18/07/2023 09:21:37;1689675697367;1;18/07/2023 11:21:37;121969;7;questionnaire-igew;;30709937;5d192384c1e685001a907257;9120010;;complete;;64b66716e4a243ed03eca6ea;computer;Desktop or Laptop;Linux x86_64;Chrome 114.0.0.0;360x747;980x1696;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
2;1689672091101;18/07/2023 09:21:31;1689675691101;1;18/07/2023 11:21:31;121969;7;questionnaire-igew;;30709947;5d5a75c570a7c1000152623e;9120029;;complete;;64b6675ae9c1cd8225df40c3;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1242x590;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;38;;;Number Entry;2;object-3
3;1689672091101;18/07/2023 09:21:31;1689675691101;1;18/07/2023 11:21:31;121969;7;questionnaire-igew;;30709947;5d5a75c570a7c1000152623e;9120029;;complete;;64b6675ae9c1cd8225df40c3;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1242x590;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689672093420;18/07/2023 09:21:33;1689675693420;1;18/07/2023 11:21:33;121969;7;questionnaire-igew;;30709949;63469a362ae94cb99d4fd99a;9120018;;complete;;64b6675fb4d23aa4b857716b;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x746;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;27;;;Number Entry;2;object-3
3;1689672093420;18/07/2023 09:21:33;1689675693420;1;18/07/2023 11:21:33;121969;7;questionnaire-igew;;30709949;63469a362ae94cb99d4fd99a;9120018;;complete;;64b6675fb4d23aa4b857716b;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x746;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;MALE;;;Text Input;3;object-4
2;1689672106886;18/07/2023 09:21:46;1689675706886;1;18/07/2023 11:21:46;121969;7;questionnaire-igew;;30709967;5bb775b0f1f9ba000140e7b3;9120041;;complete;;64b66761b029b005fb3efe39;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1368x912;1368x793;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;41;;;Number Entry;2;object-3
3;1689672106887;18/07/2023 09:21:46;1689675706887;1;18/07/2023 11:21:46;121969;7;questionnaire-igew;;30709967;5bb775b0f1f9ba000140e7b3;9120041;;complete;;64b66761b029b005fb3efe39;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1368x912;1368x793;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;male;;;Text Input;3;object-4
2;1689672102822;18/07/2023 09:21:42;1689675702822;1;18/07/2023 11:21:42;121969;7;questionnaire-igew;;30709977;6124112341a3ec8fdf0f4886;9120039;;complete;;64b667568e489b85555d028a;computer;Desktop or Laptop;Windows 10;Firefox 115.0;1536x864;1536x739;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;39;;;Number Entry;2;object-3
3;1689672102822;18/07/2023 09:21:42;1689675702822;1;18/07/2023 11:21:42;121969;7;questionnaire-igew;;30709977;6124112341a3ec8fdf0f4886;9120039;;complete;;64b667568e489b85555d028a;computer;Desktop or Laptop;Windows 10;Firefox 115.0;1536x864;1536x739;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
2;1689672108514;18/07/2023 09:21:48;1689675708514;1;18/07/2023 11:21:48;121969;7;questionnaire-igew;;30709988;5e66c77e8ebdaf4466e26326;9120028;;complete;;64b66763d93d0cf896b863e2;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1680x1050;1680x896;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;42;;;Number Entry;2;object-3
3;1689672108514;18/07/2023 09:21:48;1689675708514;1;18/07/2023 11:21:48;121969;7;questionnaire-igew;;30709988;5e66c77e8ebdaf4466e26326;9120028;;complete;;64b66763d93d0cf896b863e2;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1680x1050;1680x896;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;male;;;Text Input;3;object-4
2;1689672119878;18/07/2023 09:21:59;1689675719878;1;18/07/2023 11:21:59;121969;7;questionnaire-igew;;30710002;573dbfc9cc30e7000dc57410;9120023;;complete;;64b6671cb029b005fb3efe26;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1366x649;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;58;;;Number Entry;2;object-3
3;1689672119879;18/07/2023 09:21:59;1689675719879;1;18/07/2023 11:21:59;121969;7;questionnaire-igew;;30710002;573dbfc9cc30e7000dc57410;9120023;;complete;;64b6671cb029b005fb3efe26;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1366x649;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
2;1689672335370;18/07/2023 09:25:35;1689675935370;1;18/07/2023 11:25:35;121969;7;questionnaire-igew;;30710014;632b50404cbe3e320fd7da08;9120032;;complete;;64b66761ee42dbf0e915468f;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1680x1050;1021x1182;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;27;;;Number Entry;2;object-3
3;1689672335370;18/07/2023 09:25:35;1689675935370;1;18/07/2023 11:25:35;121969;7;questionnaire-igew;;30710014;632b50404cbe3e320fd7da08;9120032;;complete;;64b66761ee42dbf0e915468f;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1680x1050;1021x1182;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689672125029;18/07/2023 09:22:05;1689675725029;1;18/07/2023 11:22:05;121969;7;questionnaire-igew;;30710021;5eb7edb86ac161709c5e8e66;9119997;;complete;;64b6672aecc8889c587d3a81;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;2048x1152;2048x1010;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;31;;;Number Entry;2;object-3
3;1689672125029;18/07/2023 09:22:05;1689675725029;1;18/07/2023 11:22:05;121969;7;questionnaire-igew;;30710021;5eb7edb86ac161709c5e8e66;9119997;;complete;;64b6672aecc8889c587d3a81;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;2048x1152;2048x1010;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Males;;;Text Input;3;object-4
2;1689672139434;18/07/2023 09:22:19;1689675739434;1;18/07/2023 11:22:19;121969;7;questionnaire-igew;;30710053;63cd461c5f597e27b2a054fb;9120035;;complete;;64b667527188e0251d4a0e36;computer;Desktop or Laptop;Chromium OS 14541.0.0;Chrome 114.0.0.0;1536x864;1536x714;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;55;;;Number Entry;2;object-3
3;1689672139435;18/07/2023 09:22:19;1689675739435;1;18/07/2023 11:22:19;121969;7;questionnaire-igew;;30710053;63cd461c5f597e27b2a054fb;9120035;;complete;;64b667527188e0251d4a0e36;computer;Desktop or Laptop;Chromium OS 14541.0.0;Chrome 114.0.0.0;1536x864;1536x714;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
2;1689672164374;18/07/2023 09:22:44;1689675764374;1;18/07/2023 11:22:44;121969;7;questionnaire-igew;;30710099;637f7d10665738cfea163256;9120044;;complete;;64b6674a2a2cfa85615170ff;computer;Desktop or Laptop;Windows 10;Firefox 115.0;1920x1080;1920x927;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;52;;;Number Entry;2;object-3
3;1689672164375;18/07/2023 09:22:44;1689675764375;1;18/07/2023 11:22:44;121969;7;questionnaire-igew;;30710099;637f7d10665738cfea163256;9120044;;complete;;64b6674a2a2cfa85615170ff;computer;Desktop or Laptop;Windows 10;Firefox 115.0;1920x1080;1920x927;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689672159232;18/07/2023 09:22:39;1689675759232;1;18/07/2023 11:22:39;121969;7;questionnaire-igew;;30710102;5eb9499bcbc2140180e31037;9120048;;complete;;64b667a416cf2e757e61b210;computer;Desktop or Laptop;Windows 10;Firefox 115.0;1280x720;1280x559;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;40;;;Number Entry;2;object-3
3;1689672159232;18/07/2023 09:22:39;1689675759232;1;18/07/2023 11:22:39;121969;7;questionnaire-igew;;30710102;5eb9499bcbc2140180e31037;9120048;;complete;;64b667a416cf2e757e61b210;computer;Desktop or Laptop;Windows 10;Firefox 115.0;1280x720;1280x559;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689672184926;18/07/2023 09:23:04;1689675784926;1;18/07/2023 11:23:04;121969;7;questionnaire-igew;;30710173;5c4a061161db8c00015e4fb0;9119988;;complete;;64b66730365180b86b8680fb;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1093x494;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;46;;;Number Entry;2;object-3
3;1689672184926;18/07/2023 09:23:04;1689675784926;1;18/07/2023 11:23:04;121969;7;questionnaire-igew;;30710173;5c4a061161db8c00015e4fb0;9119988;;complete;;64b66730365180b86b8680fb;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1093x494;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
2;1689672225026;18/07/2023 09:23:45;1689675825026;1;18/07/2023 11:23:45;121969;7;questionnaire-igew;;30710284;5bc73b9f821054000181a853;9120057;;complete;;64b6672912ace72399220e3a;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x746;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;54;;;Number Entry;2;object-3
3;1689672225026;18/07/2023 09:23:45;1689675825026;1;18/07/2023 11:23:45;121969;7;questionnaire-igew;;30710284;5bc73b9f821054000181a853;9120057;;complete;;64b6672912ace72399220e3a;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x746;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689672240348;18/07/2023 09:24:00;1689675840348;1;18/07/2023 11:24:00;121969;7;questionnaire-igew;;30710311;59e675a6c0d35a00012951ce;9120042;;complete;;64b6677455e82882d2f66536;computer;Desktop or Laptop;Chromium OS 14816.131.0;Chrome 103.0.0.0;1366x768;1366x617;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;48;;;Number Entry;2;object-3
3;1689672240349;18/07/2023 09:24:00;1689675840349;1;18/07/2023 11:24:00;121969;7;questionnaire-igew;;30710311;59e675a6c0d35a00012951ce;9120042;;complete;;64b6677455e82882d2f66536;computer;Desktop or Laptop;Chromium OS 14816.131.0;Chrome 103.0.0.0;1366x768;1366x617;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689672258978;18/07/2023 09:24:18;1689675858978;1;18/07/2023 11:24:18;121969;7;questionnaire-igew;;30710370;63ea42ea3e9be106c194b5ee;9120067;;complete;;64b66767e9c1cd8225df40c8;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x947;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;42;;;Number Entry;2;object-3
3;1689672258978;18/07/2023 09:24:18;1689675858978;1;18/07/2023 11:24:18;121969;7;questionnaire-igew;;30710370;63ea42ea3e9be106c194b5ee;9120067;;complete;;64b66767e9c1cd8225df40c8;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x947;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689672264528;18/07/2023 09:24:24;1689675864528;1;18/07/2023 11:24:24;121969;7;questionnaire-igew;;30710385;6229e45d5b02f3fcedf498f8;9120074;;complete;;64b66760871e5ee676a9e2bd;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1366x655;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;55;;;Number Entry;2;object-3
3;1689672264528;18/07/2023 09:24:24;1689675864528;1;18/07/2023 11:24:24;121969;7;questionnaire-igew;;30710385;6229e45d5b02f3fcedf498f8;9120074;;complete;;64b66760871e5ee676a9e2bd;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1366x655;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;male;;;Text Input;3;object-4
2;1689672273937;18/07/2023 09:24:33;1689675873937;1;18/07/2023 11:24:33;121969;7;questionnaire-igew;;30710399;58404fd8ad98e40001ce915f;9120043;;complete;;64b6676f27a24ab92ee3b50b;computer;Desktop or Laptop;Chromium OS 14541.0.0;Chrome 114.0.0.0;1366x768;1366x617;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;50;;;Number Entry;2;object-3
3;1689672273938;18/07/2023 09:24:33;1689675873938;1;18/07/2023 11:24:33;121969;7;questionnaire-igew;;30710399;58404fd8ad98e40001ce915f;9120043;;complete;;64b6676f27a24ab92ee3b50b;computer;Desktop or Laptop;Chromium OS 14541.0.0;Chrome 114.0.0.0;1366x768;1366x617;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689672385163;18/07/2023 09:26:25;1689675985163;1;18/07/2023 11:26:25;121969;7;questionnaire-igew;;30710573;6483b216f5f21f0463109ac7;9120078;;complete;;64b66733453bf550e0517123;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x961;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;53;;;Number Entry;2;object-3
3;1689672385163;18/07/2023 09:26:25;1689675985163;1;18/07/2023 11:26:25;121969;7;questionnaire-igew;;30710573;6483b216f5f21f0463109ac7;9120078;;complete;;64b66733453bf550e0517123;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x961;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689672423707;18/07/2023 09:27:03;1689676023707;1;18/07/2023 11:27:03;121969;7;questionnaire-igew;;30710613;5ebd495e39fb6f017b95054a;9120015;;complete;;64b6675e983b1132b9b40b68;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1229x571;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;60;;;Number Entry;2;object-3
3;1689672423708;18/07/2023 09:27:03;1689676023708;1;18/07/2023 11:27:03;121969;7;questionnaire-igew;;30710613;5ebd495e39fb6f017b95054a;9120015;;complete;;64b6675e983b1132b9b40b68;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1229x571;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;male;;;Text Input;3;object-4
2;1689672509483;18/07/2023 09:28:29;1689676109483;1;18/07/2023 11:28:29;121969;7;questionnaire-igew;;30710694;6323548b436fb6bb2948c920;9120119;;complete;;64b6675ce91a027f6e9f6eab;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1920x1080;1920x937;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;44;;;Number Entry;2;object-3
3;1689672509483;18/07/2023 09:28:29;1689676109483;1;18/07/2023 11:28:29;121969;7;questionnaire-igew;;30710694;6323548b436fb6bb2948c920;9120119;;complete;;64b6675ce91a027f6e9f6eab;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1920x1080;1920x937;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689672514419;18/07/2023 09:28:34;1689676114419;1;18/07/2023 11:28:34;121969;7;questionnaire-igew;;30710698;5c5da3b159ec1d0001fe5606;9120120;;complete;;64b6672670ab5aabca7f7524;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;2560x1440;1278x1297;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;31;;;Number Entry;2;object-3
3;1689672514419;18/07/2023 09:28:34;1689676114419;1;18/07/2023 11:28:34;121969;7;questionnaire-igew;;30710698;5c5da3b159ec1d0001fe5606;9120120;;complete;;64b6672670ab5aabca7f7524;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;2560x1440;1278x1297;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689672614029;18/07/2023 09:30:14;1689676214029;1;18/07/2023 11:30:14;121969;7;questionnaire-igew;;30710749;6051570d959c53ccacb61130;9120128;;complete;;64b667438e54f2dbd99f9983;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x746;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;43;;;Number Entry;2;object-3
3;1689672614029;18/07/2023 09:30:14;1689676214029;1;18/07/2023 11:30:14;121969;7;questionnaire-igew;;30710749;6051570d959c53ccacb61130;9120128;;complete;;64b667438e54f2dbd99f9983;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x746;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689672685725;18/07/2023 09:31:25;1689676285725;1;18/07/2023 11:31:25;121969;7;questionnaire-igew;;30710800;615eda024a5f84f408625b4f;9120131;;complete;;64b669ae474d858cfbf78b59;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;2133x1083;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;33;;;Number Entry;2;object-3
3;1689672685725;18/07/2023 09:31:25;1689676285725;1;18/07/2023 11:31:25;121969;7;questionnaire-igew;;30710800;615eda024a5f84f408625b4f;9120131;;complete;;64b669ae474d858cfbf78b59;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;2133x1083;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689672890176;18/07/2023 09:34:50;1689676490176;1;18/07/2023 11:34:50;121969;7;questionnaire-igew;;30710933;5e185c397eeb87000d989683;9120149;;complete;;64b6673123fb51d503a9e2e6;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x969;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;33;;;Number Entry;2;object-3
3;1689672890176;18/07/2023 09:34:50;1689676490176;1;18/07/2023 11:34:50;121969;7;questionnaire-igew;;30710933;5e185c397eeb87000d989683;9120149;;complete;;64b6673123fb51d503a9e2e6;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x969;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
2;1689673263605;18/07/2023 09:41:03;1689676863605;1;18/07/2023 11:41:03;121969;7;questionnaire-igew;;30711169;5bc07659b8d38c0001de0516;9120070;;complete;;64b6675d655afcdb6a10a9cd;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1440x900;1440x728;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;48;;;Number Entry;2;object-3
3;1689673263605;18/07/2023 09:41:03;1689676863605;1;18/07/2023 11:41:03;121969;7;questionnaire-igew;;30711169;5bc07659b8d38c0001de0516;9120070;;complete;;64b6675d655afcdb6a10a9cd;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1440x900;1440x728;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689673375592;18/07/2023 09:42:55;1689676975592;1;18/07/2023 11:42:55;121969;7;questionnaire-igew;;30711258;5f4f5d2da7606a000ab233c9;9120216;;complete;;64b6675d871e5ee676a9e2ba;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x929;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;34;;;Number Entry;2;object-3
3;1689673375593;18/07/2023 09:42:55;1689676975593;1;18/07/2023 11:42:55;121969;7;questionnaire-igew;;30711258;5f4f5d2da7606a000ab233c9;9120216;;complete;;64b6675d871e5ee676a9e2ba;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x929;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;male;;;Text Input;3;object-4
2;1689675938410;18/07/2023 10:25:38;1689679538410;1;18/07/2023 12:25:38;121969;7;questionnaire-igew;;30712960;63d16bb09fbf6b74afb1a010;9120636;;complete;;64b67610f00694cf47eb2bf0;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1280x800;1280x689;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;46;;;Number Entry;2;object-3
3;1689675938410;18/07/2023 10:25:38;1689679538410;1;18/07/2023 12:25:38;121969;7;questionnaire-igew;;30712960;63d16bb09fbf6b74afb1a010;9120636;;complete;;64b67610f00694cf47eb2bf0;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1280x800;1280x689;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759161878;19/07/2023 09:32:41;1689762761878;1;19/07/2023 11:32:41;121969;7;questionnaire-igew;;30742852;63d40228c2fb877b0bfe84ec;9129193;;complete;;64b7bba9b8942680f2c5c5bd;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1680x1050;1680x868;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;27;;;Number Entry;2;object-3
3;1689759161878;19/07/2023 09:32:41;1689762761878;1;19/07/2023 11:32:41;121969;7;questionnaire-igew;;30742852;63d40228c2fb877b0bfe84ec;9129193;;complete;;64b7bba9b8942680f2c5c5bd;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1680x1050;1680x868;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759174347;19/07/2023 09:32:54;1689762774347;1;19/07/2023 11:32:54;121969;7;questionnaire-igew;;30742859;64135b04961f6ef6b66bb11f;9129195;;complete;;64b7bbab216c64120ab03813;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1920x1080;1723x851;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;46;;;Number Entry;2;object-3
3;1689759174347;19/07/2023 09:32:54;1689762774347;1;19/07/2023 11:32:54;121969;7;questionnaire-igew;;30742859;64135b04961f6ef6b66bb11f;9129195;;complete;;64b7bbab216c64120ab03813;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1920x1080;1723x851;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759184362;19/07/2023 09:33:04;1689762784362;1;19/07/2023 11:33:04;121969;7;questionnaire-igew;;30742870;60f5df9db9380d875c320307;9129196;;complete;;64b7bba78d97d12ee8a18dc3;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1280x800;1280x689;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;58;;;Number Entry;2;object-3
3;1689759184362;19/07/2023 09:33:04;1689762784362;1;19/07/2023 11:33:04;121969;7;questionnaire-igew;;30742870;60f5df9db9380d875c320307;9129196;;complete;;64b7bba78d97d12ee8a18dc3;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1280x800;1280x689;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759186825;19/07/2023 09:33:06;1689762786825;1;19/07/2023 11:33:06;121969;7;questionnaire-igew;;30742882;5c1d234d89f035000172aeb7;9129204;;complete;;64b7bbba95a5af317643716c;computer;Desktop or Laptop;Windows 10;Firefox 115.0;1366x768;1366x643;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;26;;;Number Entry;2;object-3
3;1689759186825;19/07/2023 09:33:06;1689762786825;1;19/07/2023 11:33:06;121969;7;questionnaire-igew;;30742882;5c1d234d89f035000172aeb7;9129204;;complete;;64b7bbba95a5af317643716c;computer;Desktop or Laptop;Windows 10;Firefox 115.0;1366x768;1366x643;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689759186155;19/07/2023 09:33:06;1689762786155;1;19/07/2023 11:33:06;121969;7;questionnaire-igew;;30742887;6156fef09d1ab07148870099;9129210;;complete;;64b7bbbc3c1f3860528b5bfc;computer;Desktop or Laptop;Windows 10;Chrome 115.0.0.0;1536x864;1536x707;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;46;;;Number Entry;2;object-3
3;1689759186156;19/07/2023 09:33:06;1689762786156;1;19/07/2023 11:33:06;121969;7;questionnaire-igew;;30742887;6156fef09d1ab07148870099;9129210;;complete;;64b7bbbc3c1f3860528b5bfc;computer;Desktop or Laptop;Windows 10;Chrome 115.0.0.0;1536x864;1536x707;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689759201651;19/07/2023 09:33:21;1689762801651;1;19/07/2023 11:33:21;121969;7;questionnaire-igew;;30742900;57d5ab3a722df500017f3622;9129218;;complete;;64b7bbae127b933ef6c00ad5;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1376x774;1720x819;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;42;;;Number Entry;2;object-3
