Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-uj56;order-jpm9;Page;Page ID;Page Counter;Question;Response Type;Key;Response;Tag;OptionOrder;Object Name;Object Number;Object ID
2;1689672021639;18/07/2023 09:20:21;1689675621639;1;18/07/2023 11:20:21;121969;7;questionnaire-igew;;30709761;61f2ae2da09e72f23cbafa4f;9119999;;complete;;64b66745bc89b60ccc220e90;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x714;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;25;;;Number Entry;2;object-3
3;1689672021639;18/07/2023 09:20:21;1689675621639;1;18/07/2023 11:20:21;121969;7;questionnaire-igew;;30709761;61f2ae2da09e72f23cbafa4f;9119999;;complete;;64b66745bc89b60ccc220e90;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x714;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;MALE;;;Text Input;3;object-4
2;1689672028306;18/07/2023 09:20:28;1689675628306;1;18/07/2023 11:20:28;121969;7;questionnaire-igew;;30709763;61bb376140db417c1a138a3e;9119991;;complete;;64b6672fe636770a3af758ca;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1504x738;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;37;;;Number Entry;2;object-3
3;1689672028307;18/07/2023 09:20:28;1689675628307;1;18/07/2023 11:20:28;121969;7;questionnaire-igew;;30709763;61bb376140db417c1a138a3e;9119991;;complete;;64b6672fe636770a3af758ca;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1504x738;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;male;;;Text Input;3;object-4
2;1689672026907;18/07/2023 09:20:26;1689675626907;1;18/07/2023 11:20:26;121969;7;questionnaire-igew;;30709771;5bed755fcca71f00014111e6;9120006;;complete;;64b66736b04c77d3e29f9948;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;2560x1440;1740x1219;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;43;;;Number Entry;2;object-3
3;1689672026907;18/07/2023 09:20:26;1689675626907;1;18/07/2023 11:20:26;121969;7;questionnaire-igew;;30709771;5bed755fcca71f00014111e6;9120006;;complete;;64b66736b04c77d3e29f9948;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;2560x1440;1740x1219;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689672029420;18/07/2023 09:20:29;1689675629420;1;18/07/2023 11:20:29;121969;7;questionnaire-igew;;30709778;60141b6091c56f38e4dd85e0;9120008;;complete;;64b6674bb592f12a0ce495e3;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;2560x1440;2560x1335;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;43;;;Number Entry;2;object-3
3;1689672029420;18/07/2023 09:20:29;1689675629420;1;18/07/2023 11:20:29;121969;7;questionnaire-igew;;30709778;60141b6091c56f38e4dd85e0;9120008;;complete;;64b6674bb592f12a0ce495e3;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;2560x1440;2560x1335;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689672117423;18/07/2023 09:21:57;1689675717423;1;18/07/2023 11:21:57;121969;7;questionnaire-igew;;30709789;5f60c23b536ef9026ec9ece4;9120005;;complete;;64b667503c2c8c96b7196ccd;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1920x1080;1920x937;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;54;;;Number Entry;2;object-3
3;1689672117423;18/07/2023 09:21:57;1689675717423;1;18/07/2023 11:21:57;121969;7;questionnaire-igew;;30709789;5f60c23b536ef9026ec9ece4;9120005;;complete;;64b667503c2c8c96b7196ccd;computer;Desktop or Laptop;Windows 10;Chrome 109.0.0.0;1920x1080;1920x937;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689672045691;18/07/2023 09:20:45;1689675645691;1;18/07/2023 11:20:45;121969;7;questionnaire-igew;;30709796;5eba5cf82cbf431a3276c90b;9120011;;complete;;64b6675b2c0212de0a41acec;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x714;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;32;;;Number Entry;2;object-3
3;1689672045691;18/07/2023 09:20:45;1689675645691;1;18/07/2023 11:20:45;121969;7;questionnaire-igew;;30709796;5eba5cf82cbf431a3276c90b;9120011;;complete;;64b6675b2c0212de0a41acec;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x714;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689672047812;18/07/2023 09:20:47;1689675647812;1;18/07/2023 11:20:47;121969;7;questionnaire-igew;;30709801;64839b36cfc47670f29b64fd;9119987;;complete;;64b6672d83df236003277ed0;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x937;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;54;;;Number Entry;2;object-3
3;1689672047812;18/07/2023 09:20:47;1689675647812;1;18/07/2023 11:20:47;121969;7;questionnaire-igew;;30709801;64839b36cfc47670f29b64fd;9119987;;complete;;64b6672d83df236003277ed0;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x937;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689672043363;18/07/2023 09:20:43;1689675643363;1;18/07/2023 11:20:43;121969;7;questionnaire-igew;;30709804;5c86d8c5332a8d0001e9577a;9120001;;complete;;64b6673ec59fc366b4338306;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1680x1050;1680x826;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;49;;;Number Entry;2;object-3
3;1689672043364;18/07/2023 09:20:43;1689675643364;1;18/07/2023 11:20:43;121969;7;questionnaire-igew;;30709804;5c86d8c5332a8d0001e9577a;9120001;;complete;;64b6673ec59fc366b4338306;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1680x1050;1680x826;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689672046106;18/07/2023 09:20:46;1689675646106;1;18/07/2023 11:20:46;121969;7;questionnaire-igew;;30709812;5c4ce29ad7c9720001295e1b;9119996;;complete;;64b66741770ebeb2c328b19a;computer;Desktop or Laptop;Chromium OS 14541.0.0;Chrome 114.0.0.0;1366x768;1366x665;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;41;;;Number Entry;2;object-3
3;1689672046106;18/07/2023 09:20:46;1689675646106;1;18/07/2023 11:20:46;121969;7;questionnaire-igew;;30709812;5c4ce29ad7c9720001295e1b;9119996;;complete;;64b66741770ebeb2c328b19a;computer;Desktop or Laptop;Chromium OS 14541.0.0;Chrome 114.0.0.0;1366x768;1366x665;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689672049670;18/07/2023 09:20:49;1689675649670;1;18/07/2023 11:20:49;121969;7;questionnaire-igew;;30709830;5f1833a16e55c522eeaf4dbe;9119995;;complete;;64b66747e636770a3af758cf;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1280x832;1280x592;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;56;;;Number Entry;2;object-3
3;1689672049670;18/07/2023 09:20:49;1689675649670;1;18/07/2023 11:20:49;121969;7;questionnaire-igew;;30709830;5f1833a16e55c522eeaf4dbe;9119995;;complete;;64b66747e636770a3af758cf;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1280x832;1280x592;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689672053942;18/07/2023 09:20:53;1689675653942;1;18/07/2023 11:20:53;121969;7;questionnaire-igew;;30709836;584726b8f063d30001161e6a;9120017;;complete;;64b66753f11014c9c308e313;computer;Desktop or Laptop;Linux x86_64;Chrome 114.0.0.0;1360x768;1366x636;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;42;;;Number Entry;2;object-3
3;1689672053943;18/07/2023 09:20:53;1689675653943;1;18/07/2023 11:20:53;121969;7;questionnaire-igew;;30709836;584726b8f063d30001161e6a;9120017;;complete;;64b66753f11014c9c308e313;computer;Desktop or Laptop;Linux x86_64;Chrome 114.0.0.0;1360x768;1366x636;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689672058917;18/07/2023 09:20:58;1689675658917;1;18/07/2023 11:20:58;121969;7;questionnaire-igew;;30709838;634fbabbeadec08fff4e7e88;9120009;;complete;;64b6674f27a24ab92ee3b4fd;computer;Desktop or Laptop;Chromium OS 14092.77.0;Chrome 93.0.4577.107;1366x768;1366x617;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;57;;;Number Entry;2;object-3
3;1689672058918;18/07/2023 09:20:58;1689675658918;1;18/07/2023 11:20:58;121969;7;questionnaire-igew;;30709838;634fbabbeadec08fff4e7e88;9120009;;complete;;64b6674f27a24ab92ee3b4fd;computer;Desktop or Laptop;Chromium OS 14092.77.0;Chrome 93.0.4577.107;1366x768;1366x617;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689672059958;18/07/2023 09:20:59;1689675659958;1;18/07/2023 11:20:59;121969;7;questionnaire-igew;;30709846;63ad7e45c7c897965cb6769f;9119990;;complete;;64b66728983b1132b9b40b58;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1423x800;1407x632;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;58;;;Number Entry;2;object-3
3;1689672059958;18/07/2023 09:20:59;1689675659958;1;18/07/2023 11:20:59;121969;7;questionnaire-igew;;30709846;63ad7e45c7c897965cb6769f;9119990;;complete;;64b66728983b1132b9b40b58;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1423x800;1407x632;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689672060391;18/07/2023 09:21:00;1689675660391;1;18/07/2023 11:21:00;121969;7;questionnaire-igew;;30709848;5b7d4bd487d85f0001ba8b6e;9120004;;complete;;64b6673eba8078c7e63acfea;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x714;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;48;;;Number Entry;2;object-3
3;1689672060391;18/07/2023 09:21:00;1689675660391;1;18/07/2023 11:21:00;121969;7;questionnaire-igew;;30709848;5b7d4bd487d85f0001ba8b6e;9120004;;complete;;64b6673eba8078c7e63acfea;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x714;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
2;1689672062197;18/07/2023 09:21:02;1689675662197;1;18/07/2023 11:21:02;121969;7;questionnaire-igew;;30709862;64836f73720796518f9b2843;9119993;;complete;;64b66739299016ee247e9697;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1366x625;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;58;;;Number Entry;2;object-3
3;1689672062197;18/07/2023 09:21:02;1689675662197;1;18/07/2023 11:21:02;121969;7;questionnaire-igew;;30709862;64836f73720796518f9b2843;9119993;;complete;;64b66739299016ee247e9697;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1366x625;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
2;1689672067507;18/07/2023 09:21:07;1689675667507;1;18/07/2023 11:21:07;121969;7;questionnaire-igew;;30709863;6234a3d5cd2f63c705e5842d;9119994;;complete;;64b6672712ace72399220e38;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1366x768;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;50;;;Number Entry;2;object-3
3;1689672067507;18/07/2023 09:21:07;1689675667507;1;18/07/2023 11:21:07;121969;7;questionnaire-igew;;30709863;6234a3d5cd2f63c705e5842d;9119994;;complete;;64b6672712ace72399220e38;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1366x768;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689672145761;18/07/2023 09:22:25;1689675745761;1;18/07/2023 11:22:25;121969;7;questionnaire-igew;;30709873;63ea88e62f54ec96a1f8dadb;9120027;;complete;;64b6676485a7c2a19908e2e2;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x714;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;38;;;Number Entry;2;object-3
3;1689672145761;18/07/2023 09:22:25;1689675745761;1;18/07/2023 11:22:25;121969;7;questionnaire-igew;;30709873;63ea88e62f54ec96a1f8dadb;9120027;;complete;;64b6676485a7c2a19908e2e2;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1536x864;1536x714;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689672074295;18/07/2023 09:21:14;1689675674295;1;18/07/2023 11:21:14;121969;7;questionnaire-igew;;30709881;609d81679bcff493c7d143de;9119998;;complete;;64b6673d3c2c8c96b7196cc4;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1360x768;1360x768;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;54;;;Number Entry;2;object-3
3;1689672074295;18/07/2023 09:21:14;1689675674295;1;18/07/2023 11:21:14;121969;7;questionnaire-igew;;30709881;609d81679bcff493c7d143de;9119998;;complete;;64b6673d3c2c8c96b7196cc4;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1360x768;1360x768;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;male;;;Text Input;3;object-4
2;1689672080618;18/07/2023 09:21:20;1689675680618;1;18/07/2023 11:21:20;121969;7;questionnaire-igew;;30709885;6234905bd877b34677aaa521;9120020;;complete;;64b66738d3cb6535608fa4e8;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1280x720;1280x601;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;51;;;Number Entry;2;object-3
3;1689672080619;18/07/2023 09:21:20;1689675680619;1;18/07/2023 11:21:20;121969;7;questionnaire-igew;;30709885;6234905bd877b34677aaa521;9120020;;complete;;64b66738d3cb6535608fa4e8;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1280x720;1280x601;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
2;1689672077270;18/07/2023 09:21:17;1689675677270;1;18/07/2023 11:21:17;121969;7;questionnaire-igew;;30709886;567f59e0d18c640011e7ac0b;9120019;;complete;;64b66758bc89b60ccc220e9e;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1093x530;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;35;;;Number Entry;2;object-3
3;1689672077271;18/07/2023 09:21:17;1689675677271;1;18/07/2023 11:21:17;121969;7;questionnaire-igew;;30709886;567f59e0d18c640011e7ac0b;9120019;;complete;;64b66758bc89b60ccc220e9e;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1366x768;1093x530;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689672087198;18/07/2023 09:21:27;1689675687198;1;18/07/2023 11:21:27;121969;7;questionnaire-igew;;30709891;591c70f8f399850001c51444;9120022;;complete;;64b6675ed09d944561d89dbe;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x663;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;50;;;Number Entry;2;object-3
3;1689672087198;18/07/2023 09:21:27;1689675687198;1;18/07/2023 11:21:27;121969;7;questionnaire-igew;;30709891;591c70f8f399850001c51444;9120022;;complete;;64b6675ed09d944561d89dbe;computer;Desktop or Laptop;Windows 10;Chrome 113.0.0.0;1366x768;1366x663;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
2;1689672084736;18/07/2023 09:21:24;1689675684736;1;18/07/2023 11:21:24;121969;7;questionnaire-igew;;30709895;644963b432e6a701b58ea4ac;9120014;;complete;;64b66748ecc8889c587d3a87;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1280x720;1280x609;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;29;;;Number Entry;2;object-3
3;1689672084736;18/07/2023 09:21:24;1689675684736;1;18/07/2023 11:21:24;121969;7;questionnaire-igew;;30709895;644963b432e6a701b58ea4ac;9120014;;complete;;64b66748ecc8889c587d3a87;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1280x720;1280x609;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
2;1689672085542;18/07/2023 09:21:25;1689675685542;1;18/07/2023 11:21:25;121969;7;questionnaire-igew;;30709913;59142b45ef024b0001c54c33;9120025;;complete;;64b6674f07ef1d1f588680af;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1280x800;1280x582;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;43;;;Number Entry;2;object-3
3;1689672085542;18/07/2023 09:21:25;1689675685542;1;18/07/2023 11:21:25;121969;7;questionnaire-igew;;30709913;59142b45ef024b0001c54c33;9120025;;complete;;64b6674f07ef1d1f588680af;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1280x800;1280x582;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
2;1689672087352;18/07/2023 09:21:27;1689675687352;1;18/07/2023 11:21:27;121969;7;questionnaire-igew;;30709917;5de7e70a9d0ad775b3745d1a;9120031;;complete;;64b6676672d960653567b364;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1440x900;1440x821;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
3;1689672087352;18/07/2023 09:21:27;1689675687352;1;18/07/2023 11:21:27;121969;7;questionnaire-igew;;30709917;5de7e70a9d0ad775b3745d1a;9120031;;complete;;64b6676672d960653567b364;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 114.0.0.0;1440x900;1440x821;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;54;;;Number Entry;2;object-3
2;1689672089115;18/07/2023 09:21:29;1689675689115;1;18/07/2023 11:21:29;121969;7;questionnaire-igew;;30709922;5e28912b5fc38506bbd1666c;9120024;;complete;;64b66758ab47671a7866fe21;computer;Desktop or Laptop;Windows 10;Firefox 115.0;1280x720;1280x720;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;52;;;Number Entry;2;object-3
3;1689672089115;18/07/2023 09:21:29;1689675689115;1;18/07/2023 11:21:29;121969;7;questionnaire-igew;;30709922;5e28912b5fc38506bbd1666c;9120024;;complete;;64b66758ab47671a7866fe21;computer;Desktop or Laptop;Windows 10;Firefox 115.0;1280x720;1280x720;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
2;1689672092531;18/07/2023 09:21:32;1689675692531;1;18/07/2023 11:21:32;121969;7;questionnaire-igew;;30709936;5fc8d127db88a129e6d0130a;9120036;;complete;;64b6675185a7c2a19908e2de;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x929;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;52;;;Number Entry;2;object-3
3;1689672092532;18/07/2023 09:21:32;1689675692532;1;18/07/2023 11:21:32;121969;7;questionnaire-igew;;30709936;5fc8d127db88a129e6d0130a;9120036;;complete;;64b6675185a7c2a19908e2de;computer;Desktop or Laptop;Windows 10;Chrome 114.0.0.0;1920x1080;1920x929;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
