Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-uj56,order-jpm9,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,choice_1,choice_2,choice_3,choice_4,likert,Answer,image_label,practice
1,1677425993150,26/02/2023 15:39:53,1677425992198,0,26/02/2023 15:39:52,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,
2,1677426000685,26/02/2023 15:40:00,1677425999748,0,26/02/2023 15:39:59,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,7471.899999976158,,,,,0,1,0,,,,,,instructions,,,,,,,,
3,1677426006701,26/02/2023 15:40:06,1677426005794,0,26/02/2023 15:40:05,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,1,1,2,Screen 4,advancementZone,continue_button,6041.299999952316,,,,,0,1,0,,,,,,instructions,,,,,,,,
4,1677426031907,26/02/2023 15:40:31,1677426030997,0,26/02/2023 15:40:30,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,25190.699999928474,,,,,0,1,0,,,,,,example_2,proud,joyful,happy,relieved,"1,2,3,4,5,6,7,8,9",,example.jpeg,1
5,1677426038842,26/02/2023 15:40:38,1677426037909,0,26/02/2023 15:40:37,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,2,1,2,Screen 5,Zone4,response_button_text,6903.299999952316,,,happy,1,0,1,0,,,,,,example_2,proud,joyful,happy,relieved,"1,2,3,4,5,6,7,8,9",,example.jpeg,1
6,1677426044863,26/02/2023 15:40:44,1677426043938,0,26/02/2023 15:40:43,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,2,1,3,Screen 3,advancementZone,continue_button,6023.599999904633,,,,,0,1,0,,,,,,example_2,proud,joyful,happy,relieved,"1,2,3,4,5,6,7,8,9",,example.jpeg,1
7,1677426050237,26/02/2023 15:40:50,1677426049322,0,26/02/2023 15:40:49,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,2,1,4,Screen 2,Zone6,response_rating_scale_likert_active,5375.199999928474,,,3,1,0,1,0,,,,,,example_2,proud,joyful,happy,relieved,"1,2,3,4,5,6,7,8,9",,example.jpeg,1
8,1677426052285,26/02/2023 15:40:52,1677426051367,0,26/02/2023 15:40:51,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,2026.1000000238419,,,,,0,1,0,,,,,,task_ready,,,,,,,,
9,1677426052718,26/02/2023 15:40:52,1677426051800,0,26/02/2023 15:40:51,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,37,1,1,Screen 2,fixation,fixation,449.99499999999534,,,,,0,1,0,,,,1,1,trials,reluctant,fearful,despaired,surprised,"1,2,3,4,5,6,7,8,9",fearful,neg_14.jpeg,0
10,1677426057565,26/02/2023 15:40:57,1677426056663,0,26/02/2023 15:40:56,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,37,1,2,Screen 1,Zone3,response_button_text,4856,,,fearful,1,1,0,0,,,,1,1,trials,reluctant,fearful,despaired,surprised,"1,2,3,4,5,6,7,8,9",fearful,neg_14.jpeg,0
11,1677426058015,26/02/2023 15:40:58,1677426057100,0,26/02/2023 15:40:57,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,37,1,3,Screen 3,fixation,fixation,450.0169999999998,,,,,0,1,0,,,,1,1,trials,reluctant,fearful,despaired,surprised,"1,2,3,4,5,6,7,8,9",fearful,neg_14.jpeg,0
12,1677426061608,26/02/2023 15:41:01,1677426060693,0,26/02/2023 15:41:00,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,37,1,4,Screen 4,Zone6,response_rating_scale_likert_active,3584.6999999284744,,,3,1,0,1,0,,,,1,1,trials,reluctant,fearful,despaired,surprised,"1,2,3,4,5,6,7,8,9",fearful,neg_14.jpeg,0
13,1677426062034,26/02/2023 15:41:02,1677426061134,0,26/02/2023 15:41:01,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,5,2,1,Screen 2,fixation,fixation,450.35899999999674,,,,,0,1,0,,,,1,1,trials,amused,grateful,interested,satisfied,"1,2,3,4,5,6,7,8,9",grateful,pos_02.jpeg,0
14,1677426068699,26/02/2023 15:41:08,1677426067799,0,26/02/2023 15:41:07,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,5,2,2,Screen 1,Zone3,response_button_text,6659.800000071526,,,grateful,1,1,0,0,,,,1,1,trials,amused,grateful,interested,satisfied,"1,2,3,4,5,6,7,8,9",grateful,pos_02.jpeg,0
15,1677426069143,26/02/2023 15:41:09,1677426068234,0,26/02/2023 15:41:08,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,5,2,3,Screen 3,fixation,fixation,450.27999999999884,,,,,0,1,0,,,,1,1,trials,amused,grateful,interested,satisfied,"1,2,3,4,5,6,7,8,9",grateful,pos_02.jpeg,0
16,1677426078005,26/02/2023 15:41:18,1677426077091,0,26/02/2023 15:41:17,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,5,2,4,Screen 4,Zone11,response_rating_scale_likert_active,8850,,,7,1,0,1,0,,,,1,1,trials,amused,grateful,interested,satisfied,"1,2,3,4,5,6,7,8,9",grateful,pos_02.jpeg,0
17,1677426078434,26/02/2023 15:41:18,1677426077534,0,26/02/2023 15:41:17,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,40,3,1,Screen 2,fixation,fixation,450.3380000000034,,,,,0,1,0,,,,1,1,trials,heartbroken,sad,embittered,despondent,"1,2,3,4,5,6,7,8,9",heartbroken,neg_17.jpeg,0
18,1677426084061,26/02/2023 15:41:24,1677426083151,0,26/02/2023 15:41:23,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,40,3,2,Screen 1,Zone2,response_button_text,5611.700000047684,,,heartbroken,1,1,0,0,,,,1,1,trials,heartbroken,sad,embittered,despondent,"1,2,3,4,5,6,7,8,9",heartbroken,neg_17.jpeg,0
19,1677426084482,26/02/2023 15:41:24,1677426083584,0,26/02/2023 15:41:23,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,40,3,3,Screen 3,fixation,fixation,449.93099999999686,,,,,0,1,0,,,,1,1,trials,heartbroken,sad,embittered,despondent,"1,2,3,4,5,6,7,8,9",heartbroken,neg_17.jpeg,0
20,1677426086122,26/02/2023 15:41:26,1677426085211,0,26/02/2023 15:41:25,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,40,3,4,Screen 4,Zone10,response_rating_scale_likert_active,1620,,,8,1,0,1,0,,,,1,1,trials,heartbroken,sad,embittered,despondent,"1,2,3,4,5,6,7,8,9",heartbroken,neg_17.jpeg,0
21,1677426086565,26/02/2023 15:41:26,1677426085650,0,26/02/2023 15:41:25,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,24,4,1,Screen 2,fixation,fixation,450.09799999999814,,,,,0,1,0,,,,1,1,trials,embarrassed,disgusted,dejected,despaired,"1,2,3,4,5,6,7,8,9",dejected,neg_01.jpeg,0
22,1677426091564,26/02/2023 15:41:31,1677426090649,0,26/02/2023 15:41:30,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,24,4,2,Screen 1,Zone4,response_button_text,4992.400000095367,,,dejected,1,1,0,0,,,,1,1,trials,embarrassed,disgusted,dejected,despaired,"1,2,3,4,5,6,7,8,9",dejected,neg_01.jpeg,0
23,1677426091997,26/02/2023 15:41:31,1677426091084,0,26/02/2023 15:41:31,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,24,4,3,Screen 3,fixation,fixation,449.99899999999616,,,,,0,1,0,,,,1,1,trials,embarrassed,disgusted,dejected,despaired,"1,2,3,4,5,6,7,8,9",dejected,neg_01.jpeg,0
24,1677426094479,26/02/2023 15:41:34,1677426093568,0,26/02/2023 15:41:33,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,24,4,4,Screen 4,Zone11,response_rating_scale_likert_active,2477,,,7,1,0,1,0,,,,1,1,trials,embarrassed,disgusted,dejected,despaired,"1,2,3,4,5,6,7,8,9",dejected,neg_01.jpeg,0
25,1677426094917,26/02/2023 15:41:34,1677426094017,0,26/02/2023 15:41:34,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,21,5,1,Screen 2,fixation,fixation,449.8029999999999,,,,,0,1,0,,,,1,1,trials,amused,interested,fascinated,excited,"1,2,3,4,5,6,7,8,9",excited,pos_18.jpeg,0
26,1677426103712,26/02/2023 15:41:43,1677426102801,0,26/02/2023 15:41:42,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,21,5,2,Screen 1,Zone2,response_button_text,8779.100000023842,,,amused,1,0,1,0,,,,1,1,trials,amused,interested,fascinated,excited,"1,2,3,4,5,6,7,8,9",excited,pos_18.jpeg,0
27,1677426104135,26/02/2023 15:41:44,1677426103234,0,26/02/2023 15:41:43,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,21,5,3,Screen 3,fixation,fixation,449.6979999999894,,,,,0,1,0,,,,1,1,trials,amused,interested,fascinated,excited,"1,2,3,4,5,6,7,8,9",excited,pos_18.jpeg,0
28,1677426108642,26/02/2023 15:41:48,1677426107741,0,26/02/2023 15:41:47,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,21,5,4,Screen 4,Zone4,response_rating_scale_likert_active,4499.799999952316,,,2,1,0,1,0,,,,1,1,trials,amused,interested,fascinated,excited,"1,2,3,4,5,6,7,8,9",excited,pos_18.jpeg,0
29,1677426109096,26/02/2023 15:41:49,1677426108184,0,26/02/2023 15:41:48,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,16,6,1,Screen 2,fixation,fixation,449.75,,,,,0,1,0,,,,1,1,trials,satisfied,jubilant,adoring,ecstatic,"1,2,3,4,5,6,7,8,9",adoring,pos_13.jpeg,0
30,1677426116694,26/02/2023 15:41:56,1677426115774,0,26/02/2023 15:41:55,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,16,6,2,Screen 1,Zone2,response_button_text,7584.5,,,satisfied,1,0,1,0,,,,1,1,trials,satisfied,jubilant,adoring,ecstatic,"1,2,3,4,5,6,7,8,9",adoring,pos_13.jpeg,0
31,1677426117128,26/02/2023 15:41:57,1677426116217,0,26/02/2023 15:41:56,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,16,6,3,Screen 3,fixation,fixation,449.9820000000036,,,,,0,1,0,,,,1,1,trials,satisfied,jubilant,adoring,ecstatic,"1,2,3,4,5,6,7,8,9",adoring,pos_13.jpeg,0
32,1677426125422,26/02/2023 15:42:05,1677426124508,0,26/02/2023 15:42:04,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,16,6,4,Screen 4,Zone6,response_rating_scale_likert_active,8284.300000071526,,,3,1,0,1,0,,,,1,1,trials,satisfied,jubilant,adoring,ecstatic,"1,2,3,4,5,6,7,8,9",adoring,pos_13.jpeg,0
33,1677426125867,26/02/2023 15:42:05,1677426124950,0,26/02/2023 15:42:04,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,8,7,1,Screen 2,fixation,fixation,450.07600000000093,,,,,0,1,0,,,,1,1,trials,blissful,grateful,triumphant,moved,"1,2,3,4,5,6,7,8,9",triumphant,pos_05.jpeg,0
34,1677426134519,26/02/2023 15:42:14,1677426133594,0,26/02/2023 15:42:13,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,8,7,2,Screen 1,Zone4,response_button_text,8638.5,,,triumphant,1,1,0,0,,,,1,1,trials,blissful,grateful,triumphant,moved,"1,2,3,4,5,6,7,8,9",triumphant,pos_05.jpeg,0
35,1677426134946,26/02/2023 15:42:14,1677426134033,0,26/02/2023 15:42:14,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,8,7,3,Screen 3,fixation,fixation,449.95799999998417,,,,,0,1,0,,,,1,1,trials,blissful,grateful,triumphant,moved,"1,2,3,4,5,6,7,8,9",triumphant,pos_05.jpeg,0
36,1677426145750,26/02/2023 15:42:25,1677426144842,0,26/02/2023 15:42:24,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,8,7,4,Screen 4,Zone6,response_rating_scale_likert_active,10801.400000095367,,,3,1,0,1,0,,,,1,1,trials,blissful,grateful,triumphant,moved,"1,2,3,4,5,6,7,8,9",triumphant,pos_05.jpeg,0
37,1677426146199,26/02/2023 15:42:26,1677426145283,0,26/02/2023 15:42:25,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,36,8,1,Screen 2,fixation,fixation,450.0320000000065,,,,,0,1,0,,,,1,1,trials,agonized,fearful,hopeless,sad,"1,2,3,4,5,6,7,8,9",agonized,neg_13.jpeg,0
38,1677426149499,26/02/2023 15:42:29,1677426148588,0,26/02/2023 15:42:28,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,36,8,2,Screen 1,Zone2,response_button_text,3298.7000000476837,,,agonized,1,1,0,0,,,,1,1,trials,agonized,fearful,hopeless,sad,"1,2,3,4,5,6,7,8,9",agonized,neg_13.jpeg,0
39,1677426149948,26/02/2023 15:42:29,1677426149033,0,26/02/2023 15:42:29,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,36,8,3,Screen 3,fixation,fixation,449.63000000000466,,,,,0,1,0,,,,1,1,trials,agonized,fearful,hopeless,sad,"1,2,3,4,5,6,7,8,9",agonized,neg_13.jpeg,0
40,1677426152797,26/02/2023 15:42:32,1677426151879,0,26/02/2023 15:42:31,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,36,8,4,Screen 4,Zone9,response_rating_scale_likert_active,2837.8000000715256,,,6,1,0,1,0,,,,1,1,trials,agonized,fearful,hopeless,sad,"1,2,3,4,5,6,7,8,9",agonized,neg_13.jpeg,0
41,1677426153221,26/02/2023 15:42:33,1677426152317,0,26/02/2023 15:42:32,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,26,9,1,Screen 2,fixation,fixation,450.05300000001444,,,,,0,1,0,,,,1,1,trials,painful,sorrowful,sad,frustrated,"1,2,3,4,5,6,7,8,9",frustrated,neg_03.jpeg,0
42,1677426156611,26/02/2023 15:42:36,1677426155696,0,26/02/2023 15:42:35,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,26,9,2,Screen 1,Zone5,response_button_text,3374.3000000715256,,,frustrated,1,1,0,0,,,,1,1,trials,painful,sorrowful,sad,frustrated,"1,2,3,4,5,6,7,8,9",frustrated,neg_03.jpeg,0
43,1677426157050,26/02/2023 15:42:37,1677426156134,0,26/02/2023 15:42:36,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,26,9,3,Screen 3,fixation,fixation,449.72299999999814,,,,,0,1,0,,,,1,1,trials,painful,sorrowful,sad,frustrated,"1,2,3,4,5,6,7,8,9",frustrated,neg_03.jpeg,0
44,1677426162127,26/02/2023 15:42:42,1677426161213,0,26/02/2023 15:42:41,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,26,9,4,Screen 4,Zone8,response_rating_scale_likert_active,5072.100000023842,,,5,1,0,1,0,,,,1,1,trials,painful,sorrowful,sad,frustrated,"1,2,3,4,5,6,7,8,9",frustrated,neg_03.jpeg,0
45,1677426162568,26/02/2023 15:42:42,1677426161650,0,26/02/2023 15:42:41,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,19,10,1,Screen 2,fixation,fixation,450.07600000000093,,,,,0,1,0,,,,1,1,trials,comfortable,composed,interested,overwhelmed,"1,2,3,4,5,6,7,8,9",interested,pos_16.jpeg,0
46,1677426167856,26/02/2023 15:42:47,1677426166950,0,26/02/2023 15:42:46,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,19,10,2,Screen 1,Zone3,response_button_text,5294.799999952316,,,composed,1,0,1,0,,,,1,1,trials,comfortable,composed,interested,overwhelmed,"1,2,3,4,5,6,7,8,9",interested,pos_16.jpeg,0
47,1677426168288,26/02/2023 15:42:48,1677426167383,0,26/02/2023 15:42:47,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,19,10,3,Screen 3,fixation,fixation,450.0210000000079,,,,,0,1,0,,,,1,1,trials,comfortable,composed,interested,overwhelmed,"1,2,3,4,5,6,7,8,9",interested,pos_16.jpeg,0
48,1677426170504,26/02/2023 15:42:50,1677426169589,0,26/02/2023 15:42:49,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,19,10,4,Screen 4,Zone9,response_rating_scale_likert_active,2198.9000000953674,,,6,1,0,1,0,,,,1,1,trials,comfortable,composed,interested,overwhelmed,"1,2,3,4,5,6,7,8,9",interested,pos_16.jpeg,0
49,1677426170947,26/02/2023 15:42:50,1677426170033,0,26/02/2023 15:42:50,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,32,11,1,Screen 2,fixation,fixation,449.8949999999895,,,,,0,1,0,,,,1,1,trials,unwilling,displeased,hateful,intimidated,"1,2,3,4,5,6,7,8,9",intimidated,neg_09.jpeg,0
50,1677426180188,26/02/2023 15:43:00,1677426179278,0,26/02/2023 15:42:59,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,32,11,2,Screen 1,Zone2,response_button_text,9239.100000023842,,,unwilling,1,0,1,0,,,,1,1,trials,unwilling,displeased,hateful,intimidated,"1,2,3,4,5,6,7,8,9",intimidated,neg_09.jpeg,0
51,1677426180627,26/02/2023 15:43:00,1677426179717,0,26/02/2023 15:42:59,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,32,11,3,Screen 3,fixation,fixation,450.26799999998184,,,,,0,1,0,,,,1,1,trials,unwilling,displeased,hateful,intimidated,"1,2,3,4,5,6,7,8,9",intimidated,neg_09.jpeg,0
52,1677426183510,26/02/2023 15:43:03,1677426182592,0,26/02/2023 15:43:02,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,32,11,4,Screen 4,Zone8,response_rating_scale_likert_active,2867.5,,,5,1,0,1,0,,,,1,1,trials,unwilling,displeased,hateful,intimidated,"1,2,3,4,5,6,7,8,9",intimidated,neg_09.jpeg,0
53,1677426183949,26/02/2023 15:43:03,1677426183034,0,26/02/2023 15:43:03,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,28,12,1,Screen 2,fixation,fixation,449.98399999999674,,,,,0,1,0,,,,1,1,trials,pained,uncomfortable,horrified,fearful,"1,2,3,4,5,6,7,8,9",pained,neg_05.jpeg,0
54,1677426191527,26/02/2023 15:43:11,1677426190607,0,26/02/2023 15:43:10,121969,4,task-cf1c,,27572180,ccxrdecd,8197473,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x929,,MET,59,AB,AB,Spreadsheet1,Spreadsheet1,28,12,2,Screen 1,Zone2,response_button_text,7568.5,,,pained,1,1,0,0,,,,1,1,trials,pained,uncomfortable,horrified,fearful,"1,2,3,4,5,6,7,8,9",pained,neg_05.jpeg,0
