Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-uj56,order-jpm9,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Affective_Responsiveness ,Store: Cognitive_Responsiveness ,Store: Interpersonal_Manipulation,Store: Egocentricity
21,1681766153499,17/04/2023 21:15:53,1681769753499,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 2,ecid1g,2,"**I don’t try to understand another person’s opinion if I don’t agree with it.**
",response,quantised,2,,,Q8_Egocentricity,9,object-27,6,4,5,3
22,1681766153504,17/04/2023 21:15:53,1681769753504,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 4,kr77tx,3,**I can see when someone is hiding what they really feel.**,response,value,Agree,,,Q22_Cognitive_Responsiveness_Reverse,3,object-62,10,5,7,8
23,1681766153510,17/04/2023 21:15:53,1681769753510,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 4,kr77tx,3,**I can see when someone is hiding what they really feel.**,response,quantised,4,,,Q22_Cognitive_Responsiveness_Reverse,3,object-62,10,5,7,8
24,1681766153516,17/04/2023 21:15:53,1681769753516,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 4,kr77tx,3,**Seeing somebody suffer doesn’t distress me.**,response,value,Sometimes Agree,,,Q21_Affective_Responsiveness,2,object-61,10,5,7,8
25,1681766153521,17/04/2023 21:15:53,1681769753521,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 4,kr77tx,3,**Seeing somebody suffer doesn’t distress me.**,response,quantised,3,,,Q21_Affective_Responsiveness,2,object-61,10,5,7,8
26,1681766153527,17/04/2023 21:15:53,1681769753527,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 4,kr77tx,3,**It doesn’t really bother me to see somebody in pain.**,response,value,Disagree,,,Q25_Affective_Responsiveness,6,object-65,10,5,7,8
27,1681766153532,17/04/2023 21:15:53,1681769753532,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 4,kr77tx,3,**It doesn’t really bother me to see somebody in pain.**,response,quantised,2,,,Q25_Affective_Responsiveness,6,object-65,10,5,7,8
28,1681766153537,17/04/2023 21:15:53,1681769753537,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 4,kr77tx,3,**I find it hard to understand why some people get very upset when they lose someone close to them.**,response,value,Strongly Disagree,,,Q26_Cognitive_Responsiveness ,7,object-66,10,5,7,8
29,1681766153543,17/04/2023 21:15:53,1681769753543,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 4,kr77tx,3,**I find it hard to understand why some people get very upset when they lose someone close to them.**,response,quantised,1,,,Q26_Cognitive_Responsiveness ,7,object-66,10,5,7,8
30,1681766153548,17/04/2023 21:15:53,1681769753548,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 4,kr77tx,3,"**How others feel is irrelevant to me, as long as I feel good.**",response,value,Disagree,,,Q28_Egocentricity,9,object-68,10,5,7,8
31,1681766153554,17/04/2023 21:15:53,1681769753554,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 4,kr77tx,3,"**How others feel is irrelevant to me, as long as I feel good.**",response,quantised,2,,,Q28_Egocentricity,9,object-68,10,5,7,8
32,1681766153559,17/04/2023 21:15:53,1681769753559,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 4,kr77tx,3,"**I like it when people do as I say, regardless of whether I’m right or wrong.**",response,value,Disagree,,,Q24_Egocentricity,5,object-64,10,5,7,8
33,1681766153565,17/04/2023 21:15:53,1681769753565,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 4,kr77tx,3,"**I like it when people do as I say, regardless of whether I’m right or wrong.**",response,quantised,2,,,Q24_Egocentricity,5,object-64,10,5,7,8
34,1681766153570,17/04/2023 21:15:53,1681769753570,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 4,kr77tx,3,**I would lie to someone if this gets me what I want.**,response,value,Strongly Disagree,,,Q23_Interpersonal_Manipulation,4,object-63,10,5,7,8
35,1681766153575,17/04/2023 21:15:53,1681769753575,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 4,kr77tx,3,**I would lie to someone if this gets me what I want.**,response,quantised,1,,,Q23_Interpersonal_Manipulation,4,object-63,10,5,7,8
36,1681766153582,17/04/2023 21:15:53,1681769753582,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 4,kr77tx,3,"**I’m good at getting people to do what I want, even if they don’t want to at first.**",response,value,Sometimes Agree,,,Q27_Interpersonal_Manipulation,8,object-67,10,5,7,8
37,1681766153588,17/04/2023 21:15:53,1681769753588,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 4,kr77tx,3,"**I’m good at getting people to do what I want, even if they don’t want to at first.**",response,quantised,3,,,Q27_Interpersonal_Manipulation,8,object-67,10,5,7,8
38,1681766153594,17/04/2023 21:15:53,1681769753594,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 4,kr77tx,3,**Something has to benefit me otherwise it I’m not willing to do it.**,response,value,Sometimes Agree,,,Q20_Egocentricity,1,object-60,10,5,7,8
39,1681766153599,17/04/2023 21:15:53,1681769753599,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 4,kr77tx,3,**Something has to benefit me otherwise it I’m not willing to do it.**,response,quantised,3,,,Q20_Egocentricity,1,object-60,10,5,7,8
40,1681766153607,17/04/2023 21:15:53,1681769753607,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,**I can guess how people will feel in different situations.**,response,value,Agree,,,Q10_Cognitive_Responsiveness_Reverse ,1,object-40,11,8,8,11
41,1681766153612,17/04/2023 21:15:53,1681769753612,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,**I can guess how people will feel in different situations.**,response,quantised,4,,,Q10_Cognitive_Responsiveness_Reverse ,1,object-40,11,8,8,11
42,1681766153617,17/04/2023 21:15:53,1681769753617,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,**I’m happy to help somebody as long as I get something in return.**,response,value,Disagree,,,Q16_Egocentricity,7,object-46,11,8,8,11
43,1681766153623,17/04/2023 21:15:53,1681769753623,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,**I’m happy to help somebody as long as I get something in return.**,response,quantised,2,,,Q16_Egocentricity,7,object-46,11,8,8,11
44,1681766153630,17/04/2023 21:15:53,1681769753630,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,**I’m good at pretending that I like someone if this will get me what I want.**,response,value,Strongly Disagree,,,Q19_Interpersonal_Manipulation,10,object-49,11,8,8,11
45,1681766153635,17/04/2023 21:15:53,1681769753635,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,**I’m good at pretending that I like someone if this will get me what I want.**,response,quantised,1,,,Q19_Interpersonal_Manipulation,10,object-49,11,8,8,11
46,1681766153641,17/04/2023 21:15:53,1681769753641,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,**I know how to fake emotions like pain and hurt to make other people feel sorry for me.**,response,value,Strongly Disagree,,,Q11_Interpersonal_Manipulation,2,object-41,11,8,8,11
47,1681766153647,17/04/2023 21:15:53,1681769753647,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,**I know how to fake emotions like pain and hurt to make other people feel sorry for me.**,response,quantised,1,,,Q11_Interpersonal_Manipulation,2,object-41,11,8,8,11
48,1681766153655,17/04/2023 21:15:53,1681769753655,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,**I don’t feel bad when a friend is going through a tough time.**,response,value,Strongly Disagree,,,Q13_Affective_Responsiveness,4,object-43,11,8,8,11
49,1681766153660,17/04/2023 21:15:53,1681769753660,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,**I don’t feel bad when a friend is going through a tough time.**,response,quantised,1,,,Q13_Affective_Responsiveness,4,object-43,11,8,8,11
50,1681766153665,17/04/2023 21:15:53,1681769753665,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,"**No matter what happens and what people say, I’m usually the one who is right.**",response,value,Sometimes Agree,,,Q12_Egocentricity,3,object-42,11,8,8,11
51,1681766153671,17/04/2023 21:15:53,1681769753671,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,"**No matter what happens and what people say, I’m usually the one who is right.**",response,quantised,3,,,Q12_Egocentricity,3,object-42,11,8,8,11
52,1681766153676,17/04/2023 21:15:53,1681769753676,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,**I find it difficult to understand what other people feel.**,response,value,Disagree,,,Q18_Cognitive_Responsiveness ,9,object-48,11,8,8,11
53,1681766153683,17/04/2023 21:15:53,1681769753683,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,**I find it difficult to understand what other people feel.**,response,quantised,2,,,Q18_Cognitive_Responsiveness ,9,object-48,11,8,8,11
54,1681766153689,17/04/2023 21:15:53,1681769753689,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,**I sometimes provoke people on purpose to see how they react in certain situations.**,response,value,Disagree,,,Q15_Interpersonal_Manipulation,6,object-45,11,8,8,11
55,1681766153695,17/04/2023 21:15:53,1681769753695,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,**I sometimes provoke people on purpose to see how they react in certain situations.**,response,quantised,2,,,Q15_Interpersonal_Manipulation,6,object-45,11,8,8,11
56,1681766153705,17/04/2023 21:15:53,1681769753705,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,**I can’t really tell when someone is feeling awkward or uncomfortable.**,response,value,Disagree,,,Q14_Cognitive_Responsiveness ,5,object-44,11,8,8,11
57,1681766153711,17/04/2023 21:15:53,1681769753711,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,**I can’t really tell when someone is feeling awkward or uncomfortable.**,response,quantised,2,,,Q14_Cognitive_Responsiveness ,5,object-44,11,8,8,11
58,1681766153717,17/04/2023 21:15:53,1681769753717,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,**I don’t really feel compassion when people talk about the death of their loved ones.**,response,value,Disagree,,,Q17_Affective_Responsiveness,8,object-47,11,8,8,11
59,1681766153723,17/04/2023 21:15:53,1681769753723,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,Page 3,okv7as,4,**I don’t really feel compassion when people talk about the death of their loved ones.**,response,quantised,2,,,Q17_Affective_Responsiveness,8,object-47,11,8,8,11
60,1681766153730,17/04/2023 21:15:53,1681769753730,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,,,,Affective_Responsiveness ,response,score,11,,,,,,,,,
61,1681766153737,17/04/2023 21:15:53,1681769753737,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,,,,Cognitive_Responsiveness ,response,score,8,,,,,,,,,
62,1681766153744,17/04/2023 21:15:53,1681769753744,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,,,,Interpersonal_Manipulation,response,score,8,,,,,,,,,
63,1681766153753,17/04/2023 21:15:53,1681769753753,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,,,,Egocentricity,response,score,11,,,,,,,,,
64,1681766153760,17/04/2023 21:15:53,1681769753760,1,17/04/2023 23:15:53,121969,5,questionnaire-mb28,,28926931,BLIND,8613926,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 112.0.0.0,424x879,980x1828,,PPTS-R,5,BA,BA,,,,,,,END,,,,,,,,,
1,1681807834939,18/04/2023 08:50:34,1681811434939,1,18/04/2023 10:50:34,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,,,,,,,BEGIN,,,,,,,,,
2,1681808182303,18/04/2023 08:56:22,1681811782303,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,"**What other people feel doesn’t concern me.**
",response,value,Disagree,,,Q5_Affective_Responsiveness,5,object-16,4,2,6,3
3,1681808182304,18/04/2023 08:56:22,1681811782304,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,"**What other people feel doesn’t concern me.**
",response,quantised,2,,,Q5_Affective_Responsiveness,5,object-16,4,2,6,3
4,1681808182304,18/04/2023 08:56:22,1681811782304,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,"**I tend to focus on my own thoughts and ideas rather than on what others might be thinking.**
",response,value,Sometimes Agree,,,Q4_Egocentricity,4,object-15,4,2,6,3
5,1681808182305,18/04/2023 08:56:22,1681811782305,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,"**I tend to focus on my own thoughts and ideas rather than on what others might be thinking.**
",response,quantised,3,,,Q4_Egocentricity,4,object-15,4,2,6,3
6,1681808182305,18/04/2023 08:56:22,1681811782305,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,"**I know what to say or do to make another person feel guilty.**
",response,value,Agree,,,Q3_Interpersonal_Manipulation,3,object-14,4,2,6,3
7,1681808182306,18/04/2023 08:56:22,1681811782306,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,"**I know what to say or do to make another person feel guilty.**
",response,quantised,4,,,Q3_Interpersonal_Manipulation,3,object-14,4,2,6,3
8,1681808182306,18/04/2023 08:56:22,1681811782306,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,"**Before slagging someone off, I don’t try to imagine and understand how it would make them feel.**
",response,value,Disagree,,,Q2_Cognitive_Responsiveness ,2,object-6,4,2,6,3
9,1681808182307,18/04/2023 08:56:22,1681811782307,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,"**Before slagging someone off, I don’t try to imagine and understand how it would make them feel.**
",response,quantised,2,,,Q2_Cognitive_Responsiveness ,2,object-6,4,2,6,3
10,1681808182307,18/04/2023 08:56:22,1681811782307,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,"**I’m good at saying nice things to people, to get what I want out of them.**
",response,value,Agree,,,Q7_Interpersonal_Manipulation,8,object-19,4,2,6,3
11,1681808182308,18/04/2023 08:56:22,1681811782308,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,"**I’m good at saying nice things to people, to get what I want out of them.**
",response,quantised,4,,,Q7_Interpersonal_Manipulation,8,object-19,4,2,6,3
12,1681808182309,18/04/2023 08:56:22,1681811782309,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,"**Please select ""Strongly Agree"" to show you are paying attention to this question.**",response,value,Strongly Agree,,,Attention_Check,6,object-17,4,2,6,3
13,1681808182309,18/04/2023 08:56:22,1681811782309,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,"**Please select ""Strongly Agree"" to show you are paying attention to this question.**",response,quantised,5,,,Attention_Check,6,object-17,4,2,6,3
14,1681808182310,18/04/2023 08:56:22,1681811782310,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,**I don’t care if I upset someone to get what I want.**,response,value,Disagree,,,Q1_Affective_Responsiveness,1,object-2,4,2,6,3
15,1681808182310,18/04/2023 08:56:22,1681811782310,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,**I don’t care if I upset someone to get what I want.**,response,quantised,2,,,Q1_Affective_Responsiveness,1,object-2,4,2,6,3
16,1681808182311,18/04/2023 08:56:22,1681811782311,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,"**I don’t try to understand another person’s opinion if I don’t agree with it.**
",response,value,Disagree,,,Q8_Egocentricity,9,object-27,4,2,6,3
17,1681808182312,18/04/2023 08:56:22,1681811782312,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,"**I don’t try to understand another person’s opinion if I don’t agree with it.**
",response,quantised,2,,,Q8_Egocentricity,9,object-27,4,2,6,3
18,1681808182312,18/04/2023 08:56:22,1681811782312,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,**Seeing people cry doesn’t really upset me.**,response,value,Disagree,,,Q9_Affective_Responsiveness,10,object-28,4,2,6,3
19,1681808182313,18/04/2023 08:56:22,1681811782313,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,**Seeing people cry doesn’t really upset me.**,response,quantised,2,,,Q9_Affective_Responsiveness,10,object-28,4,2,6,3
20,1681808182313,18/04/2023 08:56:22,1681811782313,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,"**I don’t take into account the other person's feelings before I do or say something, even if they may be affected by my behaviour.**
",response,value,Disagree,,,Q6_Cognitive_Responsiveness ,7,object-18,4,2,6,3
21,1681808182314,18/04/2023 08:56:22,1681811782314,1,18/04/2023 10:56:22,121969,5,questionnaire-mb28,,28932599,BLIND,8616335,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 112.0.0.0,1536x864,1229x577,,PPTS-R,5,AB,AB,Page 2,ecid1g,2,"**I don’t take into account the other person's feelings before I do or say something, even if they may be affected by my behaviour.**
",response,quantised,2,,,Q6_Cognitive_Responsiveness ,7,object-18,4,2,6,3
