Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-uj56,order-jpm9,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,choice_1,choice_2,choice_3,choice_4,likert,Answer,image_label,practice
122,1681741638668,17/04/2023 14:27:18,1681741638579,2,17/04/2023 16:27:18,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,22,29,2,Screen 1,Zone2,response_button_text,23704.899999976158,,,nostalgic,1,1,0,0,,,,1,1,trials,nostalgic,energetic,devoted,elated,"1,2,3,4,5,6,7,8,9",nostalgic,pos_19.jpeg,0
123,1681741639085,17/04/2023 14:27:19,1681741639010,2,17/04/2023 16:27:19,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,22,29,3,Screen 3,fixation,fixation,444.27699999994365,,,,,0,1,0,,,,1,1,trials,nostalgic,energetic,devoted,elated,"1,2,3,4,5,6,7,8,9",nostalgic,pos_19.jpeg,0
124,1681741639933,17/04/2023 14:27:19,1681741639867,2,17/04/2023 16:27:19,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,22,29,4,Screen 4,Zone4,response_rating_scale_likert_active,846.8999999761581,,,2,1,0,1,0,,,,1,1,trials,nostalgic,energetic,devoted,elated,"1,2,3,4,5,6,7,8,9",nostalgic,pos_19.jpeg,0
125,1681741640377,17/04/2023 14:27:20,1681741640309,2,17/04/2023 16:27:20,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,7,30,1,Screen 2,fixation,fixation,449.98200000007637,,,,,0,1,0,,,,1,1,trials,relaxed,pleased,grateful,liberated,"1,2,3,4,5,6,7,8,9",relaxed,pos_04.jpeg,0
126,1681741645467,17/04/2023 14:27:25,1681741645400,2,17/04/2023 16:27:25,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,7,30,2,Screen 1,Zone2,response_button_text,5082.899999976158,,,relaxed,1,1,0,0,,,,1,1,trials,relaxed,pleased,grateful,liberated,"1,2,3,4,5,6,7,8,9",relaxed,pos_04.jpeg,0
127,1681741645910,17/04/2023 14:27:25,1681741645841,2,17/04/2023 16:27:25,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,7,30,3,Screen 3,fixation,fixation,449.98199999995995,,,,,0,1,0,,,,1,1,trials,relaxed,pleased,grateful,liberated,"1,2,3,4,5,6,7,8,9",relaxed,pos_04.jpeg,0
128,1681741646560,17/04/2023 14:27:26,1681741646490,2,17/04/2023 16:27:26,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,7,30,4,Screen 4,Zone9,response_rating_scale_likert_active,635.6000000238419,,,6,1,0,1,0,,,,1,1,trials,relaxed,pleased,grateful,liberated,"1,2,3,4,5,6,7,8,9",relaxed,pos_04.jpeg,0
129,1681741647006,17/04/2023 14:27:27,1681741646942,2,17/04/2023 16:27:26,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,42,31,1,Screen 2,fixation,fixation,449.98199999995995,,,,,0,1,0,,,,1,1,trials,gloomy,guilty,despaired,defiant,"1,2,3,4,5,6,7,8,9",despaired,neg_19.jpeg,0
130,1681741662228,17/04/2023 14:27:42,1681741662152,2,17/04/2023 16:27:42,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,42,31,2,Screen 1,Zone5,response_button_text,15200.600000023842,,,defiant,1,0,1,0,,,,1,1,trials,gloomy,guilty,despaired,defiant,"1,2,3,4,5,6,7,8,9",despaired,neg_19.jpeg,0
131,1681741662674,17/04/2023 14:27:42,1681741662599,2,17/04/2023 16:27:42,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,42,31,3,Screen 3,fixation,fixation,449.98199999995995,,,,,0,1,0,,,,1,1,trials,gloomy,guilty,despaired,defiant,"1,2,3,4,5,6,7,8,9",despaired,neg_19.jpeg,0
132,1681741664453,17/04/2023 14:27:44,1681741664381,2,17/04/2023 16:27:44,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,42,31,4,Screen 4,Zone6,response_rating_scale_likert_active,1770.8999999761581,,,3,1,0,1,0,,,,1,1,trials,gloomy,guilty,despaired,defiant,"1,2,3,4,5,6,7,8,9",despaired,neg_19.jpeg,0
133,1681741665556,17/04/2023 14:27:45,1681741664815,2,17/04/2023 16:27:44,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,35,32,1,Screen 2,fixation,fixation,449.98199999995995,,,,,0,1,0,,,,1,1,trials,despaired,bored,jealous,weary,"1,2,3,4,5,6,7,8,9",weary,neg_12.jpeg,0
134,1681741682726,17/04/2023 14:28:02,1681741682646,2,17/04/2023 16:28:02,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,35,32,2,Screen 1,Zone5,response_button_text,17824.300000071526,,,weary,1,1,0,0,,,,1,1,trials,despaired,bored,jealous,weary,"1,2,3,4,5,6,7,8,9",weary,neg_12.jpeg,0
135,1681741683156,17/04/2023 14:28:03,1681741683081,2,17/04/2023 16:28:03,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,35,32,3,Screen 3,fixation,fixation,449.98199999995995,,,,,0,1,0,,,,1,1,trials,despaired,bored,jealous,weary,"1,2,3,4,5,6,7,8,9",weary,neg_12.jpeg,0
136,1681741684389,17/04/2023 14:28:04,1681741684321,2,17/04/2023 16:28:04,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,35,32,4,Screen 4,Zone6,response_rating_scale_likert_active,1230.2999999523163,,,3,1,0,1,0,,,,1,1,trials,despaired,bored,jealous,weary,"1,2,3,4,5,6,7,8,9",weary,neg_12.jpeg,0
137,1681741684835,17/04/2023 14:28:04,1681741684765,2,17/04/2023 16:28:04,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,19,33,1,Screen 2,fixation,fixation,449.98199999995995,,,,,0,1,0,,,,1,1,trials,comfortable,composed,interested,overwhelmed,"1,2,3,4,5,6,7,8,9",interested,pos_16.jpeg,0
138,1681741699560,17/04/2023 14:28:19,1681741699481,2,17/04/2023 16:28:19,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,19,33,2,Screen 1,Zone3,response_button_text,14707,,,composed,1,0,1,0,,,,1,1,trials,comfortable,composed,interested,overwhelmed,"1,2,3,4,5,6,7,8,9",interested,pos_16.jpeg,0
139,1681741699995,17/04/2023 14:28:19,1681741699915,2,17/04/2023 16:28:19,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,19,33,3,Screen 3,fixation,fixation,449.98199999995995,,,,,0,1,0,,,,1,1,trials,comfortable,composed,interested,overwhelmed,"1,2,3,4,5,6,7,8,9",interested,pos_16.jpeg,0
140,1681741700567,17/04/2023 14:28:20,1681741700487,2,17/04/2023 16:28:20,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,19,33,4,Screen 4,Zone7,response_rating_scale_likert_active,561,,,4,1,0,1,0,,,,1,1,trials,comfortable,composed,interested,overwhelmed,"1,2,3,4,5,6,7,8,9",interested,pos_16.jpeg,0
141,1681741700991,17/04/2023 14:28:20,1681741700932,2,17/04/2023 16:28:20,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,18,34,1,Screen 2,fixation,fixation,449.98199999995995,,,,,0,1,0,,,,1,1,trials,shy,stunned,euphoric,dreamy,"1,2,3,4,5,6,7,8,9",shy,pos_15.jpeg,0
142,1681741705094,17/04/2023 14:28:25,1681741705019,2,17/04/2023 16:28:25,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,18,34,2,Screen 1,Zone5,response_button_text,4079.5,,,dreamy,1,0,1,0,,,,1,1,trials,shy,stunned,euphoric,dreamy,"1,2,3,4,5,6,7,8,9",shy,pos_15.jpeg,0
143,1681741705532,17/04/2023 14:28:25,1681741705460,2,17/04/2023 16:28:25,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,18,34,3,Screen 3,fixation,fixation,449.98199999995995,,,,,0,1,0,,,,1,1,trials,shy,stunned,euphoric,dreamy,"1,2,3,4,5,6,7,8,9",shy,pos_15.jpeg,0
144,1681741706147,17/04/2023 14:28:26,1681741706073,2,17/04/2023 16:28:26,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,18,34,4,Screen 4,Zone7,response_rating_scale_likert_active,603.7000000476837,,,4,1,0,1,0,,,,1,1,trials,shy,stunned,euphoric,dreamy,"1,2,3,4,5,6,7,8,9",shy,pos_15.jpeg,0
145,1681741706589,17/04/2023 14:28:26,1681741706513,2,17/04/2023 16:28:26,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,9,35,1,Screen 2,fixation,fixation,449.98200000007637,,,,,0,1,0,,,,1,1,trials,euphoric,proud,pleased,arrogant,"1,2,3,4,5,6,7,8,9",euphoric,pos_06.jpeg,0
146,1681741710400,17/04/2023 14:28:30,1681741710322,2,17/04/2023 16:28:30,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,9,35,2,Screen 1,Zone2,response_button_text,3801,,,euphoric,1,1,0,0,,,,1,1,trials,euphoric,proud,pleased,arrogant,"1,2,3,4,5,6,7,8,9",euphoric,pos_06.jpeg,0
147,1681741710832,17/04/2023 14:28:30,1681741710762,2,17/04/2023 16:28:30,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,9,35,3,Screen 3,fixation,fixation,449.98199999995995,,,,,0,1,0,,,,1,1,trials,euphoric,proud,pleased,arrogant,"1,2,3,4,5,6,7,8,9",euphoric,pos_06.jpeg,0
148,1681741711973,17/04/2023 14:28:31,1681741711900,2,17/04/2023 16:28:31,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,9,35,4,Screen 4,Zone9,response_rating_scale_likert_active,1127.8999999761581,,,6,1,0,1,0,,,,1,1,trials,euphoric,proud,pleased,arrogant,"1,2,3,4,5,6,7,8,9",euphoric,pos_06.jpeg,0
149,1681741712416,17/04/2023 14:28:32,1681741712343,2,17/04/2023 16:28:32,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,40,36,1,Screen 2,fixation,fixation,449.98199999995995,,,,,0,1,0,,,,1,1,trials,heartbroken,sad,embittered,despondent,"1,2,3,4,5,6,7,8,9",heartbroken,neg_17.jpeg,0
150,1681741716068,17/04/2023 14:28:36,1681741715991,2,17/04/2023 16:28:35,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,40,36,2,Screen 1,Zone2,response_button_text,3639.100000023842,,,heartbroken,1,1,0,0,,,,1,1,trials,heartbroken,sad,embittered,despondent,"1,2,3,4,5,6,7,8,9",heartbroken,neg_17.jpeg,0
151,1681741716564,17/04/2023 14:28:36,1681741716442,2,17/04/2023 16:28:36,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,40,36,3,Screen 3,fixation,fixation,449.98199999995995,,,,,0,1,0,,,,1,1,trials,heartbroken,sad,embittered,despondent,"1,2,3,4,5,6,7,8,9",heartbroken,neg_17.jpeg,0
152,1681741717564,17/04/2023 14:28:37,1681741717483,2,17/04/2023 16:28:37,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,40,36,4,Screen 4,Zone9,response_rating_scale_likert_active,1031.1000000238419,,,6,1,0,1,0,,,,1,1,trials,heartbroken,sad,embittered,despondent,"1,2,3,4,5,6,7,8,9",heartbroken,neg_17.jpeg,0
153,1681741717992,17/04/2023 14:28:37,1681741717927,2,17/04/2023 16:28:37,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,31,37,1,Screen 2,fixation,fixation,449.98200000007637,,,,,0,1,0,,,,1,1,trials,concerned,crestfallen,embarrassed,worried,"1,2,3,4,5,6,7,8,9",crestfallen,neg_08.jpeg,0
154,1681741731495,17/04/2023 14:28:51,1681741731413,2,17/04/2023 16:28:51,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,31,37,2,Screen 1,Zone4,response_button_text,13478.200000047684,,,embarrassed,1,0,1,0,,,,1,1,trials,concerned,crestfallen,embarrassed,worried,"1,2,3,4,5,6,7,8,9",crestfallen,neg_08.jpeg,0
155,1681741731925,17/04/2023 14:28:51,1681741731855,2,17/04/2023 16:28:51,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,31,37,3,Screen 3,fixation,fixation,449.98199999995995,,,,,0,1,0,,,,1,1,trials,concerned,crestfallen,embarrassed,worried,"1,2,3,4,5,6,7,8,9",crestfallen,neg_08.jpeg,0
156,1681741732620,17/04/2023 14:28:52,1681741732553,2,17/04/2023 16:28:52,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,31,37,4,Screen 4,Zone8,response_rating_scale_likert_active,686.3999999761581,,,5,1,0,1,0,,,,1,1,trials,concerned,crestfallen,embarrassed,worried,"1,2,3,4,5,6,7,8,9",crestfallen,neg_08.jpeg,0
157,1681741733056,17/04/2023 14:28:53,1681741732980,2,17/04/2023 16:28:52,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,23,38,1,Screen 2,fixation,fixation,442.8640000000596,,,,,0,1,0,,,,1,1,trials,satisfied,expectant,depressed,contemplative,"1,2,3,4,5,6,7,8,9",contemplative,pos_20.jpeg,0
158,1681741742822,17/04/2023 14:29:02,1681741742752,2,17/04/2023 16:29:02,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,23,38,2,Screen 1,Zone5,response_button_text,9754.5,,,contemplative,1,1,0,0,,,,1,1,trials,satisfied,expectant,depressed,contemplative,"1,2,3,4,5,6,7,8,9",contemplative,pos_20.jpeg,0
159,1681741743273,17/04/2023 14:29:03,1681741743201,2,17/04/2023 16:29:03,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,23,38,3,Screen 3,fixation,fixation,451.17500000004657,,,,,0,1,0,,,,1,1,trials,satisfied,expectant,depressed,contemplative,"1,2,3,4,5,6,7,8,9",contemplative,pos_20.jpeg,0
160,1681741743913,17/04/2023 14:29:03,1681741743840,2,17/04/2023 16:29:03,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,23,38,4,Screen 4,Zone8,response_rating_scale_likert_active,628.5,,,5,1,0,1,0,,,,1,1,trials,satisfied,expectant,depressed,contemplative,"1,2,3,4,5,6,7,8,9",contemplative,pos_20.jpeg,0
161,1681741744352,17/04/2023 14:29:04,1681741744281,2,17/04/2023 16:29:04,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,37,39,1,Screen 2,fixation,fixation,449.98199999995995,,,,,0,1,0,,,,1,1,trials,reluctant,fearful,despaired,surprised,"1,2,3,4,5,6,7,8,9",fearful,neg_14.jpeg,0
162,1681741747836,17/04/2023 14:29:07,1681741747764,2,17/04/2023 16:29:07,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,37,39,2,Screen 1,Zone3,response_button_text,3475.100000023842,,,fearful,1,1,0,0,,,,1,1,trials,reluctant,fearful,despaired,surprised,"1,2,3,4,5,6,7,8,9",fearful,neg_14.jpeg,0
163,1681741748265,17/04/2023 14:29:08,1681741748199,2,17/04/2023 16:29:08,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,37,39,3,Screen 3,fixation,fixation,449.98199999995995,,,,,0,1,0,,,,1,1,trials,reluctant,fearful,despaired,surprised,"1,2,3,4,5,6,7,8,9",fearful,neg_14.jpeg,0
164,1681741748796,17/04/2023 14:29:08,1681741748728,2,17/04/2023 16:29:08,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,37,39,4,Screen 4,Zone9,response_rating_scale_likert_active,516.1999999284744,,,6,1,0,1,0,,,,1,1,trials,reluctant,fearful,despaired,surprised,"1,2,3,4,5,6,7,8,9",fearful,neg_14.jpeg,0
165,1681741749237,17/04/2023 14:29:09,1681741749166,2,17/04/2023 16:29:09,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,43,40,1,Screen 2,fixation,fixation,449.98199999995995,,,,,0,1,0,,,,1,1,trials,dissatisfied,confused,disinterested,disillusioned,"1,2,3,4,5,6,7,8,9",disillusioned,neg_20.jpeg,0
166,1681741763140,17/04/2023 14:29:23,1681741763065,2,17/04/2023 16:29:23,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,43,40,2,Screen 1,Zone4,response_button_text,13889.800000071526,,,disinterested,1,0,1,0,,,,1,1,trials,dissatisfied,confused,disinterested,disillusioned,"1,2,3,4,5,6,7,8,9",disillusioned,neg_20.jpeg,0
167,1681741763581,17/04/2023 14:29:23,1681741763507,2,17/04/2023 16:29:23,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,43,40,3,Screen 3,fixation,fixation,449.98199999995995,,,,,0,1,0,,,,1,1,trials,dissatisfied,confused,disinterested,disillusioned,"1,2,3,4,5,6,7,8,9",disillusioned,neg_20.jpeg,0
168,1681741764277,17/04/2023 14:29:24,1681741764195,2,17/04/2023 16:29:24,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,43,40,4,Screen 4,Zone6,response_rating_scale_likert_active,679,,,3,1,0,1,0,,,,1,1,trials,dissatisfied,confused,disinterested,disillusioned,"1,2,3,4,5,6,7,8,9",disillusioned,neg_20.jpeg,0
169,1681741764367,17/04/2023 14:29:24,1681741764199,2,17/04/2023 16:29:24,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,,,END TASK,,,,,649036,,,,,0,1,0,,,,,,,,,,,,,,
1,1681742214050,17/04/2023 14:36:54,1681742216896,1,17/04/2023 15:36:56,121969,5,task-cf1c,,28917052,BLIND,8609541,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x714,,MET,59,AB,BA,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,
2,1681742378977,17/04/2023 14:39:38,1681742381793,1,17/04/2023 15:39:41,121969,5,task-cf1c,,28917052,BLIND,8609541,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1519x714,,MET,59,AB,BA,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,164873.5,,,,,0,1,0,,,,,,instructions,,,,,,,,
3,1681742380001,17/04/2023 14:39:40,1681742382898,1,17/04/2023 15:39:42,121969,5,task-cf1c,,28917052,BLIND,8609541,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1519x714,,MET,59,AB,BA,Spreadsheet1,Spreadsheet1,1,1,2,Screen 4,advancementZone,continue_button,1099.2999999821186,,,,,0,1,0,,,,,,instructions,,,,,,,,
4,1681742390999,17/04/2023 14:39:50,1681742393877,1,17/04/2023 15:39:53,121969,5,task-cf1c,,28917052,BLIND,8609541,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1519x714,,MET,59,AB,BA,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,10969.09999999404,,,,,0,1,0,,,,,,example_2,proud,joyful,happy,relieved,"1,2,3,4,5,6,7,8,9",,example.jpeg,1
5,1681742392522,17/04/2023 14:39:52,1681742395416,1,17/04/2023 15:39:55,121969,5,task-cf1c,,28917052,BLIND,8609541,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1519x714,,MET,59,AB,BA,Spreadsheet1,Spreadsheet1,2,1,2,Screen 5,Zone3,response_button_text,1528,,,joyful,1,0,1,0,,,,,,example_2,proud,joyful,happy,relieved,"1,2,3,4,5,6,7,8,9",,example.jpeg,1
6,1681742400719,17/04/2023 14:40:00,1681742403611,1,17/04/2023 15:40:03,121969,5,task-cf1c,,28917052,BLIND,8609541,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1519x714,,MET,59,AB,BA,Spreadsheet1,Spreadsheet1,2,1,3,Screen 3,advancementZone,continue_button,8191.5,,,,,0,1,0,,,,,,example_2,proud,joyful,happy,relieved,"1,2,3,4,5,6,7,8,9",,example.jpeg,1
