Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-uj56,order-jpm9,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,choice_1,choice_2,choice_3,choice_4,likert,Answer,image_label,practice
1,1681741115255,17/04/2023 14:18:35,1681741115163,2,17/04/2023 16:18:35,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,
2,1681741121671,17/04/2023 14:18:41,1681741121586,2,17/04/2023 16:18:41,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,6358.399999976158,,,,,0,1,0,,,,,,instructions,,,,,,,,
3,1681741125925,17/04/2023 14:18:45,1681741125846,2,17/04/2023 16:18:45,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,1,1,2,Screen 4,advancementZone,continue_button,4254.100000023842,,,,,0,1,0,,,,,,instructions,,,,,,,,
4,1681741136496,17/04/2023 14:18:56,1681741136430,2,17/04/2023 16:18:56,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,10562.700000047684,,,,,0,1,0,,,,,,example_2,proud,joyful,happy,relieved,"1,2,3,4,5,6,7,8,9",,example.jpeg,1
5,1681741155731,17/04/2023 14:19:15,1681741155643,2,17/04/2023 16:19:15,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,2,1,2,Screen 5,Zone3,response_button_text,19201.5,,,joyful,1,0,1,0,,,,,,example_2,proud,joyful,happy,relieved,"1,2,3,4,5,6,7,8,9",,example.jpeg,1
6,1681741156978,17/04/2023 14:19:16,1681741156925,2,17/04/2023 16:19:16,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,2,1,3,Screen 3,advancementZone,continue_button,1274.3999999761581,,,,,0,1,0,,,,,,example_2,proud,joyful,happy,relieved,"1,2,3,4,5,6,7,8,9",,example.jpeg,1
7,1681741163009,17/04/2023 14:19:23,1681741162865,2,17/04/2023 16:19:22,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,2,1,4,Screen 2,Zone8,response_rating_scale_likert_active,5928,,,5,1,0,1,0,,,,,,example_2,proud,joyful,happy,relieved,"1,2,3,4,5,6,7,8,9",,example.jpeg,1
8,1681741164141,17/04/2023 14:19:24,1681741164102,2,17/04/2023 16:19:24,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,1221.8000000715256,,,,,0,1,0,,,,,,task_ready,,,,,,,,
9,1681741164597,17/04/2023 14:19:24,1681741164538,2,17/04/2023 16:19:24,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,8,1,1,Screen 2,fixation,fixation,449.98199999999633,,,,,0,1,0,,,,1,1,trials,blissful,grateful,triumphant,moved,"1,2,3,4,5,6,7,8,9",triumphant,pos_05.jpeg,0
10,1681741170174,17/04/2023 14:19:30,1681741170131,2,17/04/2023 16:19:30,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,8,1,2,Screen 1,Zone4,response_button_text,5584.300000071526,,,triumphant,1,1,0,0,,,,1,1,trials,blissful,grateful,triumphant,moved,"1,2,3,4,5,6,7,8,9",triumphant,pos_05.jpeg,0
11,1681741170624,17/04/2023 14:19:30,1681741170577,2,17/04/2023 16:19:30,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,8,1,3,Screen 3,fixation,fixation,449.98199999999633,,,,,0,1,0,,,,1,1,trials,blissful,grateful,triumphant,moved,"1,2,3,4,5,6,7,8,9",triumphant,pos_05.jpeg,0
12,1681741173612,17/04/2023 14:19:33,1681741173577,2,17/04/2023 16:19:33,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,8,1,4,Screen 4,Zone11,response_rating_scale_likert_active,2985.600000023842,,,7,1,0,1,0,,,,1,1,trials,blissful,grateful,triumphant,moved,"1,2,3,4,5,6,7,8,9",triumphant,pos_05.jpeg,0
13,1681741174062,17/04/2023 14:19:34,1681741174012,2,17/04/2023 16:19:34,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,33,2,1,Screen 2,fixation,fixation,449.9820000000036,,,,,0,1,0,,,,1,1,trials,startled,sad,upset,offended,"1,2,3,4,5,6,7,8,9",sad,neg_10.jpeg,0
14,1681741186341,17/04/2023 14:19:46,1681741186308,2,17/04/2023 16:19:46,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,33,2,2,Screen 1,Zone3,response_button_text,12285.5,,,sad,1,1,0,0,,,,1,1,trials,startled,sad,upset,offended,"1,2,3,4,5,6,7,8,9",sad,neg_10.jpeg,0
15,1681741186786,17/04/2023 14:19:46,1681741186746,2,17/04/2023 16:19:46,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,33,2,3,Screen 3,fixation,fixation,449.98199999998906,,,,,0,1,0,,,,1,1,trials,startled,sad,upset,offended,"1,2,3,4,5,6,7,8,9",sad,neg_10.jpeg,0
16,1681741193885,17/04/2023 14:19:53,1681741193846,2,17/04/2023 16:19:53,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,33,2,4,Screen 4,Zone8,response_rating_scale_likert_active,7089.899999976158,,,5,1,0,1,0,,,,1,1,trials,startled,sad,upset,offended,"1,2,3,4,5,6,7,8,9",sad,neg_10.jpeg,0
17,1681741194321,17/04/2023 14:19:54,1681741194288,2,17/04/2023 16:19:54,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,36,3,1,Screen 2,fixation,fixation,449.98199999998906,,,,,0,1,0,,,,1,1,trials,agonized,fearful,hopeless,sad,"1,2,3,4,5,6,7,8,9",agonized,neg_13.jpeg,0
18,1681741213087,17/04/2023 14:20:13,1681741213036,2,17/04/2023 16:20:13,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,36,3,2,Screen 1,Zone2,response_button_text,18745.5,,,agonized,1,1,0,0,,,,1,1,trials,agonized,fearful,hopeless,sad,"1,2,3,4,5,6,7,8,9",agonized,neg_13.jpeg,0
19,1681741213536,17/04/2023 14:20:13,1681741213483,2,17/04/2023 16:20:13,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,36,3,3,Screen 3,fixation,fixation,449.98199999998906,,,,,0,1,0,,,,1,1,trials,agonized,fearful,hopeless,sad,"1,2,3,4,5,6,7,8,9",agonized,neg_13.jpeg,0
20,1681741214967,17/04/2023 14:20:14,1681741214913,2,17/04/2023 16:20:14,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,36,3,4,Screen 4,Zone9,response_rating_scale_likert_active,1417.8999999761581,,,6,1,0,1,0,,,,1,1,trials,agonized,fearful,hopeless,sad,"1,2,3,4,5,6,7,8,9",agonized,neg_13.jpeg,0
21,1681741215399,17/04/2023 14:20:15,1681741215346,2,17/04/2023 16:20:15,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,30,4,1,Screen 2,fixation,fixation,449.9820000000036,,,,,0,1,0,,,,1,1,trials,appalled,angry,guilty,distrustful,"1,2,3,4,5,6,7,8,9",appalled,neg_07.jpeg,0
22,1681741226008,17/04/2023 14:20:26,1681741225949,2,17/04/2023 16:20:25,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,30,4,2,Screen 1,Zone2,response_button_text,10603.099999904633,,,appalled,1,1,0,0,,,,1,1,trials,appalled,angry,guilty,distrustful,"1,2,3,4,5,6,7,8,9",appalled,neg_07.jpeg,0
23,1681741226458,17/04/2023 14:20:26,1681741226395,2,17/04/2023 16:20:26,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,30,4,3,Screen 3,fixation,fixation,449.9820000000036,,,,,0,1,0,,,,1,1,trials,appalled,angry,guilty,distrustful,"1,2,3,4,5,6,7,8,9",appalled,neg_07.jpeg,0
24,1681741227337,17/04/2023 14:20:27,1681741227275,2,17/04/2023 16:20:27,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,30,4,4,Screen 4,Zone7,response_rating_scale_likert_active,867.5,,,4,1,0,1,0,,,,1,1,trials,appalled,angry,guilty,distrustful,"1,2,3,4,5,6,7,8,9",appalled,neg_07.jpeg,0
25,1681741227769,17/04/2023 14:20:27,1681741227711,2,17/04/2023 16:20:27,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,34,5,1,Screen 2,fixation,fixation,449.9820000000036,,,,,0,1,0,,,,1,1,trials,jealous,grief-stricken,embarrassed,disappointed,"1,2,3,4,5,6,7,8,9",grief-stricken,neg_11.jpeg,0
26,1681741234078,17/04/2023 14:20:34,1681741234014,2,17/04/2023 16:20:34,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,34,5,2,Screen 1,Zone5,response_button_text,6297.300000071526,,,disappointed,1,0,1,0,,,,1,1,trials,jealous,grief-stricken,embarrassed,disappointed,"1,2,3,4,5,6,7,8,9",grief-stricken,neg_11.jpeg,0
27,1681741234530,17/04/2023 14:20:34,1681741234462,2,17/04/2023 16:20:34,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,34,5,3,Screen 3,fixation,fixation,449.9820000000036,,,,,0,1,0,,,,1,1,trials,jealous,grief-stricken,embarrassed,disappointed,"1,2,3,4,5,6,7,8,9",grief-stricken,neg_11.jpeg,0
28,1681741237217,17/04/2023 14:20:37,1681741237146,2,17/04/2023 16:20:37,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,34,5,4,Screen 4,Zone9,response_rating_scale_likert_active,2674.5,,,6,1,0,1,0,,,,1,1,trials,jealous,grief-stricken,embarrassed,disappointed,"1,2,3,4,5,6,7,8,9",grief-stricken,neg_11.jpeg,0
29,1681741237639,17/04/2023 14:20:37,1681741237579,2,17/04/2023 16:20:37,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,10,6,1,Screen 2,fixation,fixation,449.9820000000036,,,,,0,1,0,,,,1,1,trials,amused,content,curious,adoring,"1,2,3,4,5,6,7,8,9",content,pos_07.jpeg,0
30,1681741252834,17/04/2023 14:20:52,1681741252759,2,17/04/2023 16:20:52,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,10,6,2,Screen 1,Zone3,response_button_text,15173.799999952316,,,content,1,1,0,0,,,,1,1,trials,amused,content,curious,adoring,"1,2,3,4,5,6,7,8,9",content,pos_07.jpeg,0
31,1681741253276,17/04/2023 14:20:53,1681741253203,2,17/04/2023 16:20:53,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,10,6,3,Screen 3,fixation,fixation,449.98199999998906,,,,,0,1,0,,,,1,1,trials,amused,content,curious,adoring,"1,2,3,4,5,6,7,8,9",content,pos_07.jpeg,0
32,1681741253834,17/04/2023 14:20:53,1681741253767,2,17/04/2023 16:20:53,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,10,6,4,Screen 4,Zone6,response_rating_scale_likert_active,554.6000000238419,,,3,1,0,1,0,,,,1,1,trials,amused,content,curious,adoring,"1,2,3,4,5,6,7,8,9",content,pos_07.jpeg,0
33,1681741254269,17/04/2023 14:20:54,1681741254203,2,17/04/2023 16:20:54,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,15,7,1,Screen 2,fixation,fixation,449.98199999998906,,,,,0,1,0,,,,1,1,trials,joyful,satisfied,mesmerized,fascinated,"1,2,3,4,5,6,7,8,9",joyful,pos_12.jpeg,0
34,1681741271298,17/04/2023 14:21:11,1681741271224,2,17/04/2023 16:21:11,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,15,7,2,Screen 1,Zone2,response_button_text,17013.200000047684,,,joyful,1,1,0,0,,,,1,1,trials,joyful,satisfied,mesmerized,fascinated,"1,2,3,4,5,6,7,8,9",joyful,pos_12.jpeg,0
35,1681741271743,17/04/2023 14:21:11,1681741271668,2,17/04/2023 16:21:11,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,15,7,3,Screen 3,fixation,fixation,449.98200000001816,,,,,0,1,0,,,,1,1,trials,joyful,satisfied,mesmerized,fascinated,"1,2,3,4,5,6,7,8,9",joyful,pos_12.jpeg,0
36,1681741272582,17/04/2023 14:21:12,1681741272505,2,17/04/2023 16:21:12,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,15,7,4,Screen 4,Zone11,response_rating_scale_likert_active,823.4000000953674,,,7,1,0,1,0,,,,1,1,trials,joyful,satisfied,mesmerized,fascinated,"1,2,3,4,5,6,7,8,9",joyful,pos_12.jpeg,0
37,1681741273023,17/04/2023 14:21:13,1681741272954,2,17/04/2023 16:21:12,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,21,8,1,Screen 2,fixation,fixation,449.98199999998906,,,,,0,1,0,,,,1,1,trials,amused,interested,fascinated,excited,"1,2,3,4,5,6,7,8,9",excited,pos_18.jpeg,0
38,1681741281815,17/04/2023 14:21:21,1681741281743,2,17/04/2023 16:21:21,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,21,8,2,Screen 1,Zone5,response_button_text,8780.5,,,excited,1,1,0,0,,,,1,1,trials,amused,interested,fascinated,excited,"1,2,3,4,5,6,7,8,9",excited,pos_18.jpeg,0
39,1681741282258,17/04/2023 14:21:22,1681741282187,2,17/04/2023 16:21:22,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,21,8,3,Screen 3,fixation,fixation,449.98199999998906,,,,,0,1,0,,,,1,1,trials,amused,interested,fascinated,excited,"1,2,3,4,5,6,7,8,9",excited,pos_18.jpeg,0
40,1681741283183,17/04/2023 14:21:23,1681741283118,2,17/04/2023 16:21:23,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,21,8,4,Screen 4,Zone8,response_rating_scale_likert_active,918.8999999761581,,,5,1,0,1,0,,,,1,1,trials,amused,interested,fascinated,excited,"1,2,3,4,5,6,7,8,9",excited,pos_18.jpeg,0
41,1681741283637,17/04/2023 14:21:23,1681741283570,2,17/04/2023 16:21:23,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,5,9,1,Screen 2,fixation,fixation,449.98200000001816,,,,,0,1,0,,,,1,1,trials,amused,grateful,interested,satisfied,"1,2,3,4,5,6,7,8,9",grateful,pos_02.jpeg,0
42,1681741289608,17/04/2023 14:21:29,1681741289531,2,17/04/2023 16:21:29,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,5,9,2,Screen 1,Zone3,response_button_text,5953,,,grateful,1,1,0,0,,,,1,1,trials,amused,grateful,interested,satisfied,"1,2,3,4,5,6,7,8,9",grateful,pos_02.jpeg,0
43,1681741290030,17/04/2023 14:21:30,1681741289967,2,17/04/2023 16:21:29,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,5,9,3,Screen 3,fixation,fixation,449.98200000001816,,,,,0,1,0,,,,1,1,trials,amused,grateful,interested,satisfied,"1,2,3,4,5,6,7,8,9",grateful,pos_02.jpeg,0
44,1681741291617,17/04/2023 14:21:31,1681741291549,2,17/04/2023 16:21:31,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,5,9,4,Screen 4,Zone8,response_rating_scale_likert_active,1571.5,,,5,1,0,1,0,,,,1,1,trials,amused,grateful,interested,satisfied,"1,2,3,4,5,6,7,8,9",grateful,pos_02.jpeg,0
45,1681741292064,17/04/2023 14:21:32,1681741291983,2,17/04/2023 16:21:31,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,11,10,1,Screen 2,fixation,fixation,449.98199999998906,,,,,0,1,0,,,,1,1,trials,easygoing,forgiving,satisfied,euphoric,"1,2,3,4,5,6,7,8,9",satisfied,pos_08.jpeg,0
46,1681741298816,17/04/2023 14:21:38,1681741298702,2,17/04/2023 16:21:38,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,11,10,2,Screen 1,Zone4,response_button_text,6710.099999904633,,,satisfied,1,1,0,0,,,,1,1,trials,easygoing,forgiving,satisfied,euphoric,"1,2,3,4,5,6,7,8,9",satisfied,pos_08.jpeg,0
47,1681741299202,17/04/2023 14:21:39,1681741299137,2,17/04/2023 16:21:39,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,11,10,3,Screen 3,fixation,fixation,449.98199999998906,,,,,0,1,0,,,,1,1,trials,easygoing,forgiving,satisfied,euphoric,"1,2,3,4,5,6,7,8,9",satisfied,pos_08.jpeg,0
48,1681741299835,17/04/2023 14:21:39,1681741299767,2,17/04/2023 16:21:39,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,11,10,4,Screen 4,Zone8,response_rating_scale_likert_active,620.2999999523163,,,5,1,0,1,0,,,,1,1,trials,easygoing,forgiving,satisfied,euphoric,"1,2,3,4,5,6,7,8,9",satisfied,pos_08.jpeg,0
49,1681741300270,17/04/2023 14:21:40,1681741300205,2,17/04/2023 16:21:40,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,6,11,1,Screen 2,fixation,fixation,449.98199999998906,,,,,0,1,0,,,,1,1,trials,satisfied,charmed,relieved,victorious,"1,2,3,4,5,6,7,8,9",victorious,pos_03.jpeg,0
50,1681741311206,17/04/2023 14:21:51,1681741311121,2,17/04/2023 16:21:51,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,6,11,2,Screen 1,Zone5,response_button_text,10907.100000023842,,,victorious,1,1,0,0,,,,1,1,trials,satisfied,charmed,relieved,victorious,"1,2,3,4,5,6,7,8,9",victorious,pos_03.jpeg,0
51,1681741311650,17/04/2023 14:21:51,1681741311573,2,17/04/2023 16:21:51,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,6,11,3,Screen 3,fixation,fixation,449.98199999998906,,,,,0,1,0,,,,1,1,trials,satisfied,charmed,relieved,victorious,"1,2,3,4,5,6,7,8,9",victorious,pos_03.jpeg,0
52,1681741313222,17/04/2023 14:21:53,1681741313138,2,17/04/2023 16:21:53,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,6,11,4,Screen 4,Zone9,response_rating_scale_likert_active,1554,,,6,1,0,1,0,,,,1,1,trials,satisfied,charmed,relieved,victorious,"1,2,3,4,5,6,7,8,9",victorious,pos_03.jpeg,0
53,1681741313664,17/04/2023 14:21:53,1681741313589,2,17/04/2023 16:21:53,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,41,12,1,Screen 2,fixation,fixation,449.98200000001816,,,,,0,1,0,,,,1,1,trials,hassled,pensive,heartbroken,gulity,"1,2,3,4,5,6,7,8,9",pensive,neg_18.jpeg,0
54,1681741325857,17/04/2023 14:22:05,1681741325790,2,17/04/2023 16:22:05,121969,5,task-cf1c,,28916469,BLIND,8609614,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 112.0.0.0,1440x900,1440x690,,MET,59,BA,AB,Spreadsheet1,Spreadsheet1,41,12,2,Screen 1,Zone3,response_button_text,12192.600000023842,,,pensive,1,1,0,0,,,,1,1,trials,hassled,pensive,heartbroken,gulity,"1,2,3,4,5,6,7,8,9",pensive,neg_18.jpeg,0
