Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-uj56;order-jpm9;Page;Page ID;Page Counter;Question;Response Type;Key;Response;Tag;OptionOrder;Object Name;Object Number;Object ID
1;1678195361056;07/03/2023 13:22:41;1678195361056;0;07/03/2023 13:22:41;121969;4;questionnaire-igew;;27897782;9906;8285835;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 110.0.0.0;1280x720;1280x601;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;20;;;Number Entry;2;object-3
2;1678195361056;07/03/2023 13:22:41;1678195361056;0;07/03/2023 13:22:41;121969;4;questionnaire-igew;;27897782;9906;8285835;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 110.0.0.0;1280x720;1280x601;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
1;1678286547554;08/03/2023 14:42:27;1678286547554;0;08/03/2023 14:42:27;121969;4;questionnaire-igew;;27942450;11554;8299371;;complete;;;computer;Desktop or Laptop;Mac OS 10.12.6;Chrome 69.0.3497.81;1440x900;1440x679;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;19;;;Number Entry;2;object-3
2;1678286547554;08/03/2023 14:42:27;1678286547554;0;08/03/2023 14:42:27;121969;4;questionnaire-igew;;27942450;11554;8299371;;complete;;;computer;Desktop or Laptop;Mac OS 10.12.6;Chrome 69.0.3497.81;1440x900;1440x679;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
1;1678287563987;08/03/2023 14:59:23;1678287563987;0;08/03/2023 14:59:23;121969;4;questionnaire-igew;;27943206;9834;8299565;;complete;;;computer;Desktop or Laptop;Mac OS 10.12.6;Chrome 103.0.5060.134;1440x900;1440x821;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;20;;;Number Entry;2;object-3
2;1678287563987;08/03/2023 14:59:23;1678287563987;0;08/03/2023 14:59:23;121969;4;questionnaire-igew;;27943206;9834;8299565;;complete;;;computer;Desktop or Laptop;Mac OS 10.12.6;Chrome 103.0.5060.134;1440x900;1440x821;;Demographics;1;AB;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
1;1678287950776;08/03/2023 15:05:50;1678287950776;0;08/03/2023 15:05:50;121969;4;questionnaire-igew;;27943527;9600;8299651;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 111.0.0.0;1440x900;1200x664;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;20;;;Number Entry;2;object-3
2;1678287950776;08/03/2023 15:05:50;1678287950776;0;08/03/2023 15:05:50;121969;4;questionnaire-igew;;27943527;9600;8299651;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 111.0.0.0;1440x900;1200x664;;Demographics;1;BA;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
1;1678290942885;08/03/2023 15:55:42;1678290942885;0;08/03/2023 15:55:42;121969;4;questionnaire-igew;;27945993;9904;8300248;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 110.0.0.0;1440x900;1440x789;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;19;;;Number Entry;2;object-3
2;1678290942885;08/03/2023 15:55:42;1678290942885;0;08/03/2023 15:55:42;121969;4;questionnaire-igew;;27945993;9904;8300248;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 110.0.0.0;1440x900;1440x789;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
1;1678292448901;08/03/2023 16:20:48;1678292448901;0;08/03/2023 16:20:48;121969;4;questionnaire-igew;;27947124;9682https://research.sc/participant/login/dynamic/81EA2EEC-335E-45C2-B851-FDAEDB58060E?external_id=9682;8300482;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 110.0.0.0;1440x900;1440x789;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;20;;;Number Entry;2;object-3
2;1678292448902;08/03/2023 16:20:48;1678292448902;0;08/03/2023 16:20:48;121969;4;questionnaire-igew;;27947124;9682https://research.sc/participant/login/dynamic/81EA2EEC-335E-45C2-B851-FDAEDB58060E?external_id=9682;8300482;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 110.0.0.0;1440x900;1440x789;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
1;1678296181950;08/03/2023 17:23:01;1678296181950;0;08/03/2023 17:23:01;121969;4;questionnaire-igew;;27949578;9676;8301113;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 110.0.0.0;1366x768;1366x617;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;20;;;Number Entry;2;object-3
2;1678296181950;08/03/2023 17:23:01;1678296181950;0;08/03/2023 17:23:01;121969;4;questionnaire-igew;;27949578;9676;8301113;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 110.0.0.0;1366x768;1366x617;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
1;1678298209309;08/03/2023 17:56:49;1678298209309;0;08/03/2023 17:56:49;121969;4;questionnaire-igew;;27950595;9811;8301389;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 110.0.0.0;1440x900;1440x789;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;19;;;Number Entry;2;object-3
2;1678298209309;08/03/2023 17:56:49;1678298209309;0;08/03/2023 17:56:49;121969;4;questionnaire-igew;;27950595;9811;8301389;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 110.0.0.0;1440x900;1440x789;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
1;1678298514170;08/03/2023 18:01:54;1678298514170;0;08/03/2023 18:01:54;121969;4;questionnaire-igew;;27950742;9740;8301433;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 110.0.0.0;1440x900;1440x796;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;20;;;Number Entry;2;object-3
2;1678298514171;08/03/2023 18:01:54;1678298514171;0;08/03/2023 18:01:54;121969;4;questionnaire-igew;;27950742;9740;8301433;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 110.0.0.0;1440x900;1440x796;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
1;1678300602046;08/03/2023 18:36:42;1678300602046;0;08/03/2023 18:36:42;121969;4;questionnaire-igew;;27952027;9795;8301814;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 110.0.0.0;2048x1152;2048x1010;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;21;;;Number Entry;2;object-3
2;1678300602046;08/03/2023 18:36:42;1678300602046;0;08/03/2023 18:36:42;121969;4;questionnaire-igew;;27952027;9795;8301814;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 110.0.0.0;2048x1152;2048x1010;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
1;1678318864303;08/03/2023 23:41:04;1678318864303;0;08/03/2023 23:41:04;121969;4;questionnaire-igew;;27960532;9510;8304375;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 110.0.0.0;1440x900;1440x789;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;19;;;Number Entry;2;object-3
2;1678318864303;08/03/2023 23:41:04;1678318864303;0;08/03/2023 23:41:04;121969;4;questionnaire-igew;;27960532;9510;8304375;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 110.0.0.0;1440x900;1440x789;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
1;1678319413233;08/03/2023 23:50:13;1678319413233;0;08/03/2023 23:50:13;121969;4;questionnaire-igew;;27960685;10809;8304440;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 109.0;1536x864;1536x731;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;19;;;Number Entry;2;object-3
2;1678319413233;08/03/2023 23:50:13;1678319413233;0;08/03/2023 23:50:13;121969;4;questionnaire-igew;;27960685;10809;8304440;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 109.0;1536x864;1536x731;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
1;1678319836235;08/03/2023 23:57:16;1678319836235;0;08/03/2023 23:57:16;121969;4;questionnaire-igew;;27961796;9841;8305465;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 110.0.0.0;1504x1003;1504x884;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;19;;;Number Entry;2;object-3
2;1678319836235;08/03/2023 23:57:16;1678319836235;0;08/03/2023 23:57:16;121969;4;questionnaire-igew;;27961796;9841;8305465;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 110.0.0.0;1504x1003;1504x884;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
1;1678326600936;09/03/2023 01:50:00;1678326600936;0;09/03/2023 01:50:00;121969;4;questionnaire-igew;;27962809;9918;8305753;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 104.0.0.0;1440x900;1440x821;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;19;;;Number Entry;2;object-3
2;1678326600936;09/03/2023 01:50:00;1678326600936;0;09/03/2023 01:50:00;121969;4;questionnaire-igew;;27962809;9918;8305753;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 104.0.0.0;1440x900;1440x821;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
1;1678358412810;09/03/2023 10:40:12;1678358412810;0;09/03/2023 10:40:12;121969;4;questionnaire-igew;;27969626;9508;8307470;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 110.0.0.0;1440x900;1440x789;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;19;;;Number Entry;2;object-3
2;1678358412811;09/03/2023 10:40:12;1678358412811;0;09/03/2023 10:40:12;121969;4;questionnaire-igew;;27969626;9508;8307470;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 110.0.0.0;1440x900;1440x789;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Male;;;Text Input;3;object-4
1;1678359953030;09/03/2023 11:05:53;1678359953030;0;09/03/2023 11:05:53;121969;4;questionnaire-igew;;27970797;9747;8307708;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 110.0.0.0;1920x1080;1920x969;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;19;;;Number Entry;2;object-3
2;1678359953030;09/03/2023 11:05:53;1678359953030;0;09/03/2023 11:05:53;121969;4;questionnaire-igew;;27970797;9747;8307708;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 110.0.0.0;1920x1080;1920x969;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
1;1678360703537;09/03/2023 11:18:23;1678360703537;0;09/03/2023 11:18:23;121969;4;questionnaire-igew;;27971359;11045;8307843;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 109.0.0.0;1512x982;1512x834;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;18;;;Number Entry;2;object-3
2;1678360703537;09/03/2023 11:18:23;1678360703537;0;09/03/2023 11:18:23;121969;4;questionnaire-igew;;27971359;11045;8307843;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 109.0.0.0;1512x982;1512x834;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
1;1678361138487;09/03/2023 11:25:38;1678361138487;0;09/03/2023 11:25:38;121969;4;questionnaire-igew;;27971674;9677;8307900;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 109.0.0.0;1440x900;1440x789;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;20;;;Number Entry;2;object-3
2;1678361138487;09/03/2023 11:25:38;1678361138487;0;09/03/2023 11:25:38;121969;4;questionnaire-igew;;27971674;9677;8307900;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 109.0.0.0;1440x900;1440x789;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
1;1678363413223;09/03/2023 12:03:33;1678363413223;0;09/03/2023 12:03:33;121969;4;questionnaire-igew;;27973168;9781;8308306;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 110.0.0.0;1440x900;1438x741;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;19;;;Number Entry;2;object-3
2;1678363413223;09/03/2023 12:03:33;1678363413223;0;09/03/2023 12:03:33;121969;4;questionnaire-igew;;27973168;9781;8308306;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 110.0.0.0;1440x900;1438x741;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
1;1678364648485;09/03/2023 12:24:08;1678364648485;0;09/03/2023 12:24:08;121969;4;questionnaire-igew;;27973946;9699;8308481;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 111.0.0.0;1440x900;1440x821;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your age**;response;value;19;;;Number Entry;2;object-3
2;1678364648486;09/03/2023 12:24:08;1678364648486;0;09/03/2023 12:24:08;121969;4;questionnaire-igew;;27973946;9699;8308481;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 111.0.0.0;1440x900;1440x821;;Demographics;1;BA;AB;Page 1;bjst4u;1;**Please tell us your gender**;response;value;Female;;;Text Input;3;object-4
1;1678385822856;09/03/2023 18:17:02;1678385822856;0;09/03/2023 18:17:02;121969;4;questionnaire-igew;;27990242;9690;8312819;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 111.0.0.0;1440x900;1200x697;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your age**;response;value;20;;;Number Entry;2;object-3
2;1678385822856;09/03/2023 18:17:02;1678385822856;0;09/03/2023 18:17:02;121969;4;questionnaire-igew;;27990242;9690;8312819;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 111.0.0.0;1440x900;1200x697;;Demographics;1;AB;BA;Page 1;bjst4u;1;**Please tell us your gender**;response;value;female;;;Text Input;3;object-4
