Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-uj56,order-jpm9,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: perspective_taking,Store: emotion_contagion,Store: online_simulation,Store: peripheral_responsivity,Store: proximal_responsivity,Store: CE,Store: AE
54,1678103112096,06/03/2023 11:45:12,1678103112096,0,06/03/2023 11:45:12,121969,4,questionnaire-tx5o,,27851387,9819,8272893,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 78.0,1440x900,1440x798,,QCAE,6,BA,AB,Page 3,4ai8ku,4,**It is hard for me to see why some things upset people so much.**,response,quantised,2,,,Q17_AE_Peripheral_Responsivity_R,8,object-41,36,14,35,11,15,71,40
55,1678103112097,06/03/2023 11:45:12,1678103112097,0,06/03/2023 11:45:12,121969,4,questionnaire-tx5o,,27851387,9819,8272893,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 78.0,1440x900,1440x798,,QCAE,6,BA,AB,Page 3,4ai8ku,4,**I find it easy to put myself in somebody else’s shoes.**,response,value,Strongly Agree,,,Q18_CE_Online_Simulation,9,object-43,36,14,35,11,15,71,40
56,1678103112097,06/03/2023 11:45:12,1678103112097,0,06/03/2023 11:45:12,121969,4,questionnaire-tx5o,,27851387,9819,8272893,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 78.0,1440x900,1440x798,,QCAE,6,BA,AB,Page 3,4ai8ku,4,**I find it easy to put myself in somebody else’s shoes.**,response,quantised,4,,,Q18_CE_Online_Simulation,9,object-43,36,14,35,11,15,71,40
57,1678103112097,06/03/2023 11:45:12,1678103112097,0,06/03/2023 11:45:12,121969,4,questionnaire-tx5o,,27851387,9819,8272893,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 78.0,1440x900,1440x798,,QCAE,6,BA,AB,Page 3,4ai8ku,4,**It affects me very much when one of my friends seems upset.**,response,value,Agree,,,Q10_AE_Proximal_Responsivity,1,object-27,36,14,35,11,15,71,40
58,1678103112098,06/03/2023 11:45:12,1678103112098,0,06/03/2023 11:45:12,121969,4,questionnaire-tx5o,,27851387,9819,8272893,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 78.0,1440x900,1440x798,,QCAE,6,BA,AB,Page 3,4ai8ku,4,**It affects me very much when one of my friends seems upset.**,response,quantised,3,,,Q10_AE_Proximal_Responsivity,1,object-27,36,14,35,11,15,71,40
59,1678103112099,06/03/2023 11:45:12,1678103112099,0,06/03/2023 11:45:12,121969,4,questionnaire-tx5o,,27851387,9819,8272893,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 78.0,1440x900,1440x798,,QCAE,6,BA,AB,Page 3,4ai8ku,4,**I am good at predicting how someone will feel.**,response,value,Agree,,,Q19_CE_Perpective_Taking,10,object-45,36,14,35,11,15,71,40
60,1678103112099,06/03/2023 11:45:12,1678103112099,0,06/03/2023 11:45:12,121969,4,questionnaire-tx5o,,27851387,9819,8272893,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 78.0,1440x900,1440x798,,QCAE,6,BA,AB,Page 3,4ai8ku,4,**I am good at predicting how someone will feel.**,response,quantised,3,,,Q19_CE_Perpective_Taking,10,object-45,36,14,35,11,15,71,40
61,1678103112100,06/03/2023 11:45:12,1678103112100,0,06/03/2023 11:45:12,121969,4,questionnaire-tx5o,,27851387,9819,8272893,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 78.0,1440x900,1440x798,,QCAE,6,BA,AB,Page 3,4ai8ku,4,**I am happy when I am with a cheerful group and sad when the others are glum.**,response,value,Strongly Agree,,,Q13_AE_Emotion_Contagion,4,object-33,36,14,35,11,15,71,40
62,1678103112100,06/03/2023 11:45:12,1678103112100,0,06/03/2023 11:45:12,121969,4,questionnaire-tx5o,,27851387,9819,8272893,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 78.0,1440x900,1440x798,,QCAE,6,BA,AB,Page 3,4ai8ku,4,**I am happy when I am with a cheerful group and sad when the others are glum.**,response,quantised,4,,,Q13_AE_Emotion_Contagion,4,object-33,36,14,35,11,15,71,40
63,1678103112102,06/03/2023 11:45:12,1678103112102,0,06/03/2023 11:45:12,121969,4,questionnaire-tx5o,,27851387,9819,8272893,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 78.0,1440x900,1440x798,,QCAE,6,BA,AB,Page 3,4ai8ku,4,**It worries me when others are worrying and panicky.**,response,value,Agree,,,Q14_AE_Emotion_Contagion,5,object-35,36,14,35,11,15,71,40
64,1678103112102,06/03/2023 11:45:12,1678103112102,0,06/03/2023 11:45:12,121969,4,questionnaire-tx5o,,27851387,9819,8272893,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 78.0,1440x900,1440x798,,QCAE,6,BA,AB,Page 3,4ai8ku,4,**It worries me when others are worrying and panicky.**,response,quantised,3,,,Q14_AE_Emotion_Contagion,5,object-35,36,14,35,11,15,71,40
65,1678103112102,06/03/2023 11:45:12,1678103112102,0,06/03/2023 11:45:12,121969,4,questionnaire-tx5o,,27851387,9819,8272893,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 78.0,1440x900,1440x798,,QCAE,6,BA,AB,,,,perspective_taking,response,score,36,,,,,,,,,,,,
66,1678103112103,06/03/2023 11:45:12,1678103112103,0,06/03/2023 11:45:12,121969,4,questionnaire-tx5o,,27851387,9819,8272893,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 78.0,1440x900,1440x798,,QCAE,6,BA,AB,,,,emotion_contagion,response,score,14,,,,,,,,,,,,
67,1678103112104,06/03/2023 11:45:12,1678103112104,0,06/03/2023 11:45:12,121969,4,questionnaire-tx5o,,27851387,9819,8272893,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 78.0,1440x900,1440x798,,QCAE,6,BA,AB,,,,online_simulation,response,score,35,,,,,,,,,,,,
68,1678103112104,06/03/2023 11:45:12,1678103112104,0,06/03/2023 11:45:12,121969,4,questionnaire-tx5o,,27851387,9819,8272893,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 78.0,1440x900,1440x798,,QCAE,6,BA,AB,,,,peripheral_responsivity,response,score,11,,,,,,,,,,,,
69,1678103112105,06/03/2023 11:45:12,1678103112105,0,06/03/2023 11:45:12,121969,4,questionnaire-tx5o,,27851387,9819,8272893,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 78.0,1440x900,1440x798,,QCAE,6,BA,AB,,,,proximal_responsivity,response,score,15,,,,,,,,,,,,
70,1678103112106,06/03/2023 11:45:12,1678103112106,0,06/03/2023 11:45:12,121969,4,questionnaire-tx5o,,27851387,9819,8272893,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 78.0,1440x900,1440x798,,QCAE,6,BA,AB,,,,CE,response,score,71,,,,,,,,,,,,
71,1678103112107,06/03/2023 11:45:12,1678103112107,0,06/03/2023 11:45:12,121969,4,questionnaire-tx5o,,27851387,9819,8272893,,complete,,,computer,Desktop or Laptop,Mac OS 10.16,Firefox 78.0,1440x900,1440x798,,QCAE,6,BA,AB,,,,AE,response,score,40,,,,,,,,,,,,
1,1678103562842,06/03/2023 11:52:42,1678103562842,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I sometimes try to understand my friends better by imagining how things look from their perspective.**,response,value,Agree,,,Q4_CE_Online_Simulation,4,object-12,0,7,17,3,4,17,14
2,1678103562843,06/03/2023 11:52:42,1678103562843,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I sometimes try to understand my friends better by imagining how things look from their perspective.**,response,quantised,3,,,Q4_CE_Online_Simulation,4,object-12,0,7,17,3,4,17,14
3,1678103562843,06/03/2023 11:52:42,1678103562843,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I am inclined to get nervous when others around me seem to be nervous.**,response,value,Agree,,,Q8_AE_Emotion_Contagion,9,object-23,0,7,17,3,4,17,14
4,1678103562844,06/03/2023 11:52:42,1678103562844,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I am inclined to get nervous when others around me seem to be nervous.**,response,quantised,3,,,Q8_AE_Emotion_Contagion,9,object-23,0,7,17,3,4,17,14
5,1678103562844,06/03/2023 11:52:42,1678103562844,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,"**Please select ""Strongly Agree"" to show you are paying attention to this question.**",response,value,Strongly Agree,,,Q0_Attention_Check,6,object-16,0,7,17,3,4,17,14
6,1678103562845,06/03/2023 11:52:42,1678103562845,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,"**Please select ""Strongly Agree"" to show you are paying attention to this question.**",response,quantised,4,,,Q0_Attention_Check,6,object-16,0,7,17,3,4,17,14
7,1678103562845,06/03/2023 11:52:42,1678103562845,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I sometimes find it difficult to see things from the “other guy’s” point of view.**,response,value,Strongly Disagree,,,Q1_CE_Online_Simulation_R,1,object-5,0,7,17,3,4,17,14
8,1678103562846,06/03/2023 11:52:42,1678103562846,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I sometimes find it difficult to see things from the “other guy’s” point of view.**,response,quantised,1,,,Q1_CE_Online_Simulation_R,1,object-5,0,7,17,3,4,17,14
9,1678103562847,06/03/2023 11:52:42,1678103562847,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,"**I am usually objective when I watch a film or play, and I don’t often get completely caught up in it.**",response,value,Disagree,,,Q2_AE_Peripheral_Responsivity_R,2,object-6,0,7,17,3,4,17,14
10,1678103562848,06/03/2023 11:52:42,1678103562848,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,"**I am usually objective when I watch a film or play, and I don’t often get completely caught up in it.**",response,quantised,2,,,Q2_AE_Peripheral_Responsivity_R,2,object-6,0,7,17,3,4,17,14
11,1678103562848,06/03/2023 11:52:42,1678103562848,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,"**Before criticizing somebody, I try to imagine how I would feel if I was in their place.**",response,value,Strongly Agree,,,Q6_CE_Online_Simulation,7,object-19,0,7,17,3,4,17,14
12,1678103562849,06/03/2023 11:52:42,1678103562849,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,"**Before criticizing somebody, I try to imagine how I would feel if I was in their place.**",response,quantised,4,,,Q6_CE_Online_Simulation,7,object-19,0,7,17,3,4,17,14
13,1678103562849,06/03/2023 11:52:42,1678103562849,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**People I am with have a strong influence on my mood.**,response,value,Strongly Agree,,,Q9_AE_Emotion_Contagion,10,object-25,0,7,17,3,4,17,14
14,1678103562850,06/03/2023 11:52:42,1678103562850,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**People I am with have a strong influence on my mood.**,response,quantised,4,,,Q9_AE_Emotion_Contagion,10,object-25,0,7,17,3,4,17,14
15,1678103562851,06/03/2023 11:52:42,1678103562851,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,"**When I am upset at someone, I usually try to “put myself in his shoes” for a while.**",response,value,Agree,,,Q5_CE_Online_Simulation,5,object-14,0,7,17,3,4,17,14
16,1678103562851,06/03/2023 11:52:42,1678103562851,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,"**When I am upset at someone, I usually try to “put myself in his shoes” for a while.**",response,quantised,3,,,Q5_CE_Online_Simulation,5,object-14,0,7,17,3,4,17,14
17,1678103562852,06/03/2023 11:52:42,1678103562852,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I often get emotionally involved with my friends’ problems.**,response,value,Strongly Agree,,,Q7_AE_Proximal_Responsivity,8,object-21,0,7,17,3,4,17,14
18,1678103562853,06/03/2023 11:52:42,1678103562853,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I often get emotionally involved with my friends’ problems.**,response,quantised,4,,,Q7_AE_Proximal_Responsivity,8,object-21,0,7,17,3,4,17,14
19,1678103562853,06/03/2023 11:52:42,1678103562853,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I try to look at everybody’s side of a disagreement before I make a decision.**,response,value,Agree,,,Q3_CE_Online_Simulation,3,object-11,0,7,17,3,4,17,14
20,1678103562854,06/03/2023 11:52:42,1678103562854,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 2,7jwaw8,2,**I try to look at everybody’s side of a disagreement before I make a decision.**,response,quantised,3,,,Q3_CE_Online_Simulation,3,object-11,0,7,17,3,4,17,14
21,1678103562855,06/03/2023 11:52:42,1678103562855,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**I am good at predicting how someone will feel.**,response,value,Agree,,,Q19_CE_Perpective_Taking,10,object-45,13,13,20,11,12,33,36
22,1678103562855,06/03/2023 11:52:42,1678103562855,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**I am good at predicting how someone will feel.**,response,quantised,3,,,Q19_CE_Perpective_Taking,10,object-45,13,13,20,11,12,33,36
23,1678103562856,06/03/2023 11:52:42,1678103562856,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**I get very upset when I see someone cry.**,response,value,Strongly Agree,,,Q12_AE_Proximal_Responsivity,3,object-31,13,13,20,11,12,33,36
24,1678103562857,06/03/2023 11:52:42,1678103562857,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**I get very upset when I see someone cry.**,response,quantised,4,,,Q12_AE_Proximal_Responsivity,3,object-31,13,13,20,11,12,33,36
25,1678103562858,06/03/2023 11:52:42,1678103562858,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**It affects me very much when one of my friends seems upset.**,response,value,Strongly Agree,,,Q10_AE_Proximal_Responsivity,1,object-27,13,13,20,11,12,33,36
26,1678103562858,06/03/2023 11:52:42,1678103562858,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**It affects me very much when one of my friends seems upset.**,response,quantised,4,,,Q10_AE_Proximal_Responsivity,1,object-27,13,13,20,11,12,33,36
27,1678103562859,06/03/2023 11:52:42,1678103562859,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**I am quick to spot when someone in a group is feeling awkward or uncomfortable.**,response,value,Strongly Agree,,,Q20_CE_Perpective_Taking,11,object-70,13,13,20,11,12,33,36
28,1678103562860,06/03/2023 11:52:42,1678103562860,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**I am quick to spot when someone in a group is feeling awkward or uncomfortable.**,response,quantised,4,,,Q20_CE_Perpective_Taking,11,object-70,13,13,20,11,12,33,36
29,1678103562860,06/03/2023 11:52:42,1678103562860,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**I can pick up quickly if someone says one thing but means another.**,response,value,Agree,,,Q16_CE_Perpective_Taking,7,object-39,13,13,20,11,12,33,36
30,1678103562861,06/03/2023 11:52:42,1678103562861,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**I can pick up quickly if someone says one thing but means another.**,response,quantised,3,,,Q16_CE_Perpective_Taking,7,object-39,13,13,20,11,12,33,36
31,1678103562862,06/03/2023 11:52:42,1678103562862,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**I find it easy to put myself in somebody else’s shoes.**,response,value,Agree,,,Q18_CE_Online_Simulation,9,object-43,13,13,20,11,12,33,36
32,1678103562862,06/03/2023 11:52:42,1678103562862,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**I find it easy to put myself in somebody else’s shoes.**,response,quantised,3,,,Q18_CE_Online_Simulation,9,object-43,13,13,20,11,12,33,36
33,1678103562864,06/03/2023 11:52:42,1678103562864,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**I am happy when I am with a cheerful group and sad when the others are glum.**,response,value,Agree,,,Q13_AE_Emotion_Contagion,4,object-33,13,13,20,11,12,33,36
34,1678103562864,06/03/2023 11:52:42,1678103562864,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**I am happy when I am with a cheerful group and sad when the others are glum.**,response,quantised,3,,,Q13_AE_Emotion_Contagion,4,object-33,13,13,20,11,12,33,36
35,1678103562865,06/03/2023 11:52:42,1678103562865,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,"**I often get deeply involved with the feelings of a character in a film, play, or novel.**",response,value,Strongly Agree,,,Q11_AE_Peripheral_Responsivity,2,object-29,13,13,20,11,12,33,36
36,1678103562866,06/03/2023 11:52:42,1678103562866,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,"**I often get deeply involved with the feelings of a character in a film, play, or novel.**",response,quantised,4,,,Q11_AE_Peripheral_Responsivity,2,object-29,13,13,20,11,12,33,36
37,1678103562867,06/03/2023 11:52:42,1678103562867,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**It worries me when others are worrying and panicky.**,response,value,Agree,,,Q14_AE_Emotion_Contagion,5,object-35,13,13,20,11,12,33,36
38,1678103562868,06/03/2023 11:52:42,1678103562868,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**It worries me when others are worrying and panicky.**,response,quantised,3,,,Q14_AE_Emotion_Contagion,5,object-35,13,13,20,11,12,33,36
39,1678103562869,06/03/2023 11:52:42,1678103562869,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**I can easily tell if someone else wants to enter a conversation.**,response,value,Agree,,,Q15_CE_Perpective_Taking,6,object-37,13,13,20,11,12,33,36
40,1678103562869,06/03/2023 11:52:42,1678103562869,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**I can easily tell if someone else wants to enter a conversation.**,response,quantised,3,,,Q15_CE_Perpective_Taking,6,object-37,13,13,20,11,12,33,36
41,1678103562870,06/03/2023 11:52:42,1678103562870,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**It is hard for me to see why some things upset people so much.**,response,value,Strongly Disagree,,,Q17_AE_Peripheral_Responsivity_R,8,object-41,13,13,20,11,12,33,36
42,1678103562871,06/03/2023 11:52:42,1678103562871,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 3,4ai8ku,3,**It is hard for me to see why some things upset people so much.**,response,quantised,1,,,Q17_AE_Peripheral_Responsivity_R,8,object-41,13,13,20,11,12,33,36
43,1678103562872,06/03/2023 11:52:42,1678103562872,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,**I usually stay emotionally detached when watching a film.**,response,value,Strongly Disagree,,,Q29_AE_Peripheral_Responsivity_R,9,object-64,32,13,30,15,16,62,44
44,1678103562872,06/03/2023 11:52:42,1678103562872,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,**I usually stay emotionally detached when watching a film.**,response,quantised,1,,,Q29_AE_Peripheral_Responsivity_R,9,object-64,32,13,30,15,16,62,44
45,1678103562873,06/03/2023 11:52:42,1678103562873,0,06/03/2023 11:52:42,121969,4,questionnaire-tx5o,,27852084,9859,8272773,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 109.0.0.0,1440x900,728x765,,QCAE,6,AB,BA,Page 4,slymoa,4,**Friends talk to me about their problems as they say that I am very understanding.**,response,value,Strongly Agree,,,Q23_AE_Proximal_Responsivity,3,object-51,32,13,30,15,16,62,44
