Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-uj56,order-jpm9,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: perspective_taking,Store: emotion_contagion,Store: online_simulation,Store: peripheral_responsivity,Store: proximal_responsivity,Store: CE,Store: AE
42,1678364759864,09/03/2023 12:25:59,1678364759864,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 3,4ai8ku,3,**I am good at predicting how someone will feel.**,response,quantised,4,,,Q19_CE_Perpective_Taking,10,object-45,31,6,14,11,12,45,29
43,1678364759865,09/03/2023 12:25:59,1678364759865,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 3,4ai8ku,3,**It is hard for me to see why some things upset people so much.**,response,value,Strongly Disagree,,,Q17_AE_Peripheral_Responsivity_R,8,object-41,31,6,14,11,12,45,29
44,1678364759866,09/03/2023 12:25:59,1678364759866,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 3,4ai8ku,3,**It is hard for me to see why some things upset people so much.**,response,quantised,1,,,Q17_AE_Peripheral_Responsivity_R,8,object-41,31,6,14,11,12,45,29
45,1678364759867,09/03/2023 12:25:59,1678364759867,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,**I am inclined to get nervous when others around me seem to be nervous.**,response,value,Disagree,,,Q8_AE_Emotion_Contagion,9,object-23,31,12,28,14,15,59,41
46,1678364759868,09/03/2023 12:25:59,1678364759868,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,**I am inclined to get nervous when others around me seem to be nervous.**,response,quantised,2,,,Q8_AE_Emotion_Contagion,9,object-23,31,12,28,14,15,59,41
47,1678364759870,09/03/2023 12:25:59,1678364759870,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,"**Before criticizing somebody, I try to imagine how I would feel if I was in their place.**",response,value,Agree,,,Q6_CE_Online_Simulation,7,object-19,31,12,28,14,15,59,41
48,1678364759871,09/03/2023 12:25:59,1678364759871,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,"**Before criticizing somebody, I try to imagine how I would feel if I was in their place.**",response,quantised,3,,,Q6_CE_Online_Simulation,7,object-19,31,12,28,14,15,59,41
49,1678364759872,09/03/2023 12:25:59,1678364759872,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,**I sometimes find it difficult to see things from the “other guy’s” point of view.**,response,value,Disagree,,,Q1_CE_Online_Simulation_R,1,object-5,31,12,28,14,15,59,41
50,1678364759873,09/03/2023 12:25:59,1678364759873,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,**I sometimes find it difficult to see things from the “other guy’s” point of view.**,response,quantised,2,,,Q1_CE_Online_Simulation_R,1,object-5,31,12,28,14,15,59,41
51,1678364759874,09/03/2023 12:25:59,1678364759874,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,**People I am with have a strong influence on my mood.**,response,value,Strongly Agree,,,Q9_AE_Emotion_Contagion,10,object-25,31,12,28,14,15,59,41
52,1678364759875,09/03/2023 12:25:59,1678364759875,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,**People I am with have a strong influence on my mood.**,response,quantised,4,,,Q9_AE_Emotion_Contagion,10,object-25,31,12,28,14,15,59,41
53,1678364759877,09/03/2023 12:25:59,1678364759877,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,**I try to look at everybody’s side of a disagreement before I make a decision.**,response,value,Disagree,,,Q3_CE_Online_Simulation,3,object-11,31,12,28,14,15,59,41
54,1678364759878,09/03/2023 12:25:59,1678364759878,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,**I try to look at everybody’s side of a disagreement before I make a decision.**,response,quantised,2,,,Q3_CE_Online_Simulation,3,object-11,31,12,28,14,15,59,41
55,1678364759879,09/03/2023 12:25:59,1678364759879,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,"**Please select ""Strongly Agree"" to show you are paying attention to this question.**",response,value,Strongly Agree,,,Q0_Attention_Check,6,object-16,31,12,28,14,15,59,41
56,1678364759881,09/03/2023 12:25:59,1678364759881,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,"**Please select ""Strongly Agree"" to show you are paying attention to this question.**",response,quantised,4,,,Q0_Attention_Check,6,object-16,31,12,28,14,15,59,41
57,1678364759882,09/03/2023 12:25:59,1678364759882,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,**I often get emotionally involved with my friends’ problems.**,response,value,Agree,,,Q7_AE_Proximal_Responsivity,8,object-21,31,12,28,14,15,59,41
58,1678364759883,09/03/2023 12:25:59,1678364759883,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,**I often get emotionally involved with my friends’ problems.**,response,quantised,3,,,Q7_AE_Proximal_Responsivity,8,object-21,31,12,28,14,15,59,41
59,1678364759885,09/03/2023 12:25:59,1678364759885,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,"**I am usually objective when I watch a film or play, and I don’t often get completely caught up in it.**",response,value,Disagree,,,Q2_AE_Peripheral_Responsivity_R,2,object-6,31,12,28,14,15,59,41
60,1678364759886,09/03/2023 12:25:59,1678364759886,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,"**I am usually objective when I watch a film or play, and I don’t often get completely caught up in it.**",response,quantised,2,,,Q2_AE_Peripheral_Responsivity_R,2,object-6,31,12,28,14,15,59,41
61,1678364759887,09/03/2023 12:25:59,1678364759887,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,"**When I am upset at someone, I usually try to “put myself in his shoes” for a while.**",response,value,Agree,,,Q5_CE_Online_Simulation,5,object-14,31,12,28,14,15,59,41
62,1678364759889,09/03/2023 12:25:59,1678364759889,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,"**When I am upset at someone, I usually try to “put myself in his shoes” for a while.**",response,quantised,3,,,Q5_CE_Online_Simulation,5,object-14,31,12,28,14,15,59,41
63,1678364759891,09/03/2023 12:25:59,1678364759891,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,**I sometimes try to understand my friends better by imagining how things look from their perspective.**,response,value,Agree,,,Q4_CE_Online_Simulation,4,object-12,31,12,28,14,15,59,41
64,1678364759892,09/03/2023 12:25:59,1678364759892,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,Page 2,7jwaw8,4,**I sometimes try to understand my friends better by imagining how things look from their perspective.**,response,quantised,3,,,Q4_CE_Online_Simulation,4,object-12,31,12,28,14,15,59,41
65,1678364759894,09/03/2023 12:25:59,1678364759894,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,,,,perspective_taking,response,score,31,,,,,,,,,,,,
66,1678364759895,09/03/2023 12:25:59,1678364759895,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,,,,emotion_contagion,response,score,12,,,,,,,,,,,,
67,1678364759897,09/03/2023 12:25:59,1678364759897,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,,,,online_simulation,response,score,28,,,,,,,,,,,,
68,1678364759898,09/03/2023 12:25:59,1678364759898,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,,,,peripheral_responsivity,response,score,14,,,,,,,,,,,,
69,1678364759899,09/03/2023 12:25:59,1678364759899,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,,,,proximal_responsivity,response,score,15,,,,,,,,,,,,
70,1678364759901,09/03/2023 12:25:59,1678364759901,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,,,,CE,response,score,59,,,,,,,,,,,,
71,1678364759902,09/03/2023 12:25:59,1678364759902,0,09/03/2023 12:25:59,121969,4,questionnaire-tx5o,,27973959,9699,8308481,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1440x821,,QCAE,6,BA,AB,,,,AE,response,score,41,,,,,,,,,,,,
1,1678386114395,09/03/2023 18:21:54,1678386114395,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,**I usually stay emotionally detached when watching a film.**,response,value,Disagree,,,Q29_AE_Peripheral_Responsivity_R,9,object-64,17,0,8,3,3,25,6
2,1678386114395,09/03/2023 18:21:54,1678386114395,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,**I usually stay emotionally detached when watching a film.**,response,quantised,2,,,Q29_AE_Peripheral_Responsivity_R,9,object-64,17,0,8,3,3,25,6
3,1678386114396,09/03/2023 18:21:54,1678386114396,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,**I am good at predicting what someone will do.**,response,value,Agree,,,Q27_CE_Perpective_Taking,7,object-59,17,0,8,3,3,25,6
4,1678386114397,09/03/2023 18:21:54,1678386114397,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,**I am good at predicting what someone will do.**,response,quantised,3,,,Q27_CE_Perpective_Taking,7,object-59,17,0,8,3,3,25,6
5,1678386114397,09/03/2023 18:21:54,1678386114397,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,"**I can sense if I am intruding, even if the other person does not tell me.**",response,value,Strongly Agree,,,Q24_CE_Perpective_Taking,4,object-53,17,0,8,3,3,25,6
6,1678386114398,09/03/2023 18:21:54,1678386114398,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,"**I can sense if I am intruding, even if the other person does not tell me.**",response,quantised,4,,,Q24_CE_Perpective_Taking,4,object-53,17,0,8,3,3,25,6
7,1678386114398,09/03/2023 18:21:54,1678386114398,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,**I can tell if someone is masking their true emotion.**,response,value,Disagree,,,Q26_CE_Perpective_Taking,6,object-57,17,0,8,3,3,25,6
8,1678386114398,09/03/2023 18:21:54,1678386114398,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,**I can tell if someone is masking their true emotion.**,response,quantised,2,,,Q26_CE_Perpective_Taking,6,object-57,17,0,8,3,3,25,6
9,1678386114399,09/03/2023 18:21:54,1678386114399,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,**I can easily tell if someone else is interested or bored with what I am saying.**,response,value,Agree,,,Q22_CE_Perpective_Taking,2,object-49,17,0,8,3,3,25,6
10,1678386114399,09/03/2023 18:21:54,1678386114399,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,**I can easily tell if someone else is interested or bored with what I am saying.**,response,quantised,3,,,Q22_CE_Perpective_Taking,2,object-49,17,0,8,3,3,25,6
11,1678386114400,09/03/2023 18:21:54,1678386114400,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,**I can easily work out what another person might want to talk about.**,response,value,Disagree,,,Q25_CE_Perpective_Taking,5,object-55,17,0,8,3,3,25,6
12,1678386114400,09/03/2023 18:21:54,1678386114400,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,**I can easily work out what another person might want to talk about.**,response,quantised,2,,,Q25_CE_Perpective_Taking,5,object-55,17,0,8,3,3,25,6
13,1678386114401,09/03/2023 18:21:54,1678386114401,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,**Friends talk to me about their problems as they say that I am very understanding.**,response,value,Agree,,,Q23_AE_Proximal_Responsivity,3,object-51,17,0,8,3,3,25,6
14,1678386114401,09/03/2023 18:21:54,1678386114401,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,**Friends talk to me about their problems as they say that I am very understanding.**,response,quantised,3,,,Q23_AE_Proximal_Responsivity,3,object-51,17,0,8,3,3,25,6
15,1678386114402,09/03/2023 18:21:54,1678386114402,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,"**I can usually appreciate the other person’s viewpoint, even if I do not agree with it.**",response,value,Agree,,,Q28_CE_Online_Simulation,8,object-62,17,0,8,3,3,25,6
16,1678386114402,09/03/2023 18:21:54,1678386114402,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,"**I can usually appreciate the other person’s viewpoint, even if I do not agree with it.**",response,quantised,3,,,Q28_CE_Online_Simulation,8,object-62,17,0,8,3,3,25,6
17,1678386114403,09/03/2023 18:21:54,1678386114403,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,**I always try to consider the other fellow’s feelings before I do something.**,response,value,Disagree,,,Q30_CE_Online_Simulation,10,object-66,17,0,8,3,3,25,6
18,1678386114403,09/03/2023 18:21:54,1678386114403,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,**I always try to consider the other fellow’s feelings before I do something.**,response,quantised,2,,,Q30_CE_Online_Simulation,10,object-66,17,0,8,3,3,25,6
19,1678386114404,09/03/2023 18:21:54,1678386114404,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,**Other people tell me I am good at understanding how they are feeling and what they are thinking.**,response,value,Agree,,,Q21_CE_Perpective_Taking,1,object-47,17,0,8,3,3,25,6
20,1678386114404,09/03/2023 18:21:54,1678386114404,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,**Other people tell me I am good at understanding how they are feeling and what they are thinking.**,response,quantised,3,,,Q21_CE_Perpective_Taking,1,object-47,17,0,8,3,3,25,6
21,1678386114405,09/03/2023 18:21:54,1678386114405,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,**Before I do something I try to consider how my friends will react to it.**,response,value,Agree,,,Q31_CE_Online_Simulation,11,object-68,17,0,8,3,3,25,6
22,1678386114406,09/03/2023 18:21:54,1678386114406,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 4,slymoa,2,**Before I do something I try to consider how my friends will react to it.**,response,quantised,3,,,Q31_CE_Online_Simulation,11,object-68,17,0,8,3,3,25,6
23,1678386114406,09/03/2023 18:21:54,1678386114406,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 2,7jwaw8,3,"**Before criticizing somebody, I try to imagine how I would feel if I was in their place.**",response,value,Strongly Disagree,,,Q6_CE_Online_Simulation,7,object-19,17,5,19,6,6,36,17
24,1678386114407,09/03/2023 18:21:54,1678386114407,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 2,7jwaw8,3,"**Before criticizing somebody, I try to imagine how I would feel if I was in their place.**",response,quantised,1,,,Q6_CE_Online_Simulation,7,object-19,17,5,19,6,6,36,17
25,1678386114407,09/03/2023 18:21:54,1678386114407,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 2,7jwaw8,3,**People I am with have a strong influence on my mood.**,response,value,Agree,,,Q9_AE_Emotion_Contagion,10,object-25,17,5,19,6,6,36,17
26,1678386114408,09/03/2023 18:21:54,1678386114408,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 2,7jwaw8,3,**People I am with have a strong influence on my mood.**,response,quantised,3,,,Q9_AE_Emotion_Contagion,10,object-25,17,5,19,6,6,36,17
27,1678386114409,09/03/2023 18:21:54,1678386114409,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 2,7jwaw8,3,**I am inclined to get nervous when others around me seem to be nervous.**,response,value,Disagree,,,Q8_AE_Emotion_Contagion,9,object-23,17,5,19,6,6,36,17
28,1678386114409,09/03/2023 18:21:54,1678386114409,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 2,7jwaw8,3,**I am inclined to get nervous when others around me seem to be nervous.**,response,quantised,2,,,Q8_AE_Emotion_Contagion,9,object-23,17,5,19,6,6,36,17
29,1678386114410,09/03/2023 18:21:54,1678386114410,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 2,7jwaw8,3,"**I am usually objective when I watch a film or play, and I don’t often get completely caught up in it.**",response,value,Disagree,,,Q2_AE_Peripheral_Responsivity_R,2,object-6,17,5,19,6,6,36,17
30,1678386114410,09/03/2023 18:21:54,1678386114410,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 2,7jwaw8,3,"**I am usually objective when I watch a film or play, and I don’t often get completely caught up in it.**",response,quantised,2,,,Q2_AE_Peripheral_Responsivity_R,2,object-6,17,5,19,6,6,36,17
31,1678386114411,09/03/2023 18:21:54,1678386114411,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 2,7jwaw8,3,"**When I am upset at someone, I usually try to “put myself in his shoes” for a while.**",response,value,Disagree,,,Q5_CE_Online_Simulation,5,object-14,17,5,19,6,6,36,17
32,1678386114412,09/03/2023 18:21:54,1678386114412,0,09/03/2023 18:21:54,121969,4,questionnaire-tx5o,,27990312,9690,8312819,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1200x697,,QCAE,6,AB,BA,Page 2,7jwaw8,3,"**When I am upset at someone, I usually try to “put myself in his shoes” for a while.**",response,quantised,2,,,Q5_CE_Online_Simulation,5,object-14,17,5,19,6,6,36,17
